NAME,submitter_id,methilation
ANK1,TCGA-AF-2687,0.381064727
DCC,TCGA-AF-2687,0.185245289
KRAS,TCGA-AF-2687,0.053690108
CDH10,TCGA-AF-2687,0.468772658
APC,TCGA-AF-2687,0.35649191
GRIN2A,TCGA-AF-2687,0.049919182
DCC,TCGA-AF-2687,0.436926836
ATRX,TCGA-AF-2687,0.035712465
LRP1B,TCGA-AF-2687,0.52907858
KRAS,TCGA-AF-2687,0.080322507
FAT1,TCGA-AF-2687,0.039968015
BRAF,TCGA-AF-2687,0.176191564
FBXW7,TCGA-AF-2687,0.029407418
TRRAP,TCGA-AF-2687,0.096222059
MLL3,TCGA-AF-2687,0.104785118
DCC,TCGA-AF-2687,0.310951485
PTPRT,TCGA-AF-2687,0.348338112
RNF43,TCGA-AF-2687,0.03058743
FBXW7,TCGA-AF-2687,0.076239393
DCC,TCGA-AF-2687,0.29873322
ZFHX3,TCGA-AF-2687,0.087578344
CSMD3,TCGA-AF-2687,0.181206226
ERBB4,TCGA-AF-2687,0.288846045
CNTNAP2,TCGA-AF-2687,0.3798973
FAM123B,TCGA-AF-2687,0.028579263
KRAS,TCGA-AF-2687,0.009993601
TNC,TCGA-AF-2687,0.069780062
ZFHX3,TCGA-AF-2687,0.050550161
RNF213,TCGA-AF-2687,0.050174357
BRAF,TCGA-AF-2687,0.01852717
SMAD4,TCGA-AF-2687,0.040547603
KRAS,TCGA-AF-2687,0.011156372
BRAF,TCGA-AF-2687,0.039070574
BCL9L,TCGA-AF-2687,0.111843172
ARID1A,TCGA-AF-2687,0.055217144
PTPN13,TCGA-AF-2687,0.034960612
BRCA2,TCGA-AF-2687,0.85583547
PTPRT,TCGA-AF-2687,0.379206103
PREX2,TCGA-AF-2687,0.12258525
BRAF,TCGA-AF-2687,0.019224765
TCF7L2,TCGA-AF-2687,0.032512413
ACVR2A,TCGA-AF-2687,0.046916091
APC,TCGA-AF-2687,0.118581304
MYH11,TCGA-AF-2687,0.240621797
CDH4,TCGA-AF-2687,0.395579772
BIRC6,TCGA-AF-2687,0.027041538
CNTNAP2,TCGA-AF-2687,0.495579558
AKAP9,TCGA-AF-2687,0.049461839
APC,TCGA-AF-2687,0.111645938
BRAF,TCGA-AF-2687,0.026297189
KRAS,TCGA-AF-2687,0.041736598
ARID1A,TCGA-AF-2687,0.028421067
PREX2,TCGA-AF-2687,0.064251786
MYH11,TCGA-AF-2687,0.026866722
CARD11,TCGA-AF-2687,0.41235455
KRAS,TCGA-AF-2687,0.026919028
BCORL1,TCGA-AF-2687,0.033753609
DCC,TCGA-AF-2687,0.058501286
DCC,TCGA-AF-2687,0.270410668
BIRC6,TCGA-AF-2687,0.016393984
FAM123B,TCGA-AF-2687,0.047528808
FAT1,TCGA-AF-2687,0.044133589
PIK3CA,TCGA-AF-2687,0.054063934
TCF7L2,TCGA-AF-2687,0.251802643
BCL9L,TCGA-AF-2687,0.207268146
APC,TCGA-AF-2687,0.243814764
TNC,TCGA-AF-2687,0.06965426
ERBB4,TCGA-AF-2687,0.018315104
ROS1,TCGA-AF-2687,0.438608343
RNF213,TCGA-AF-2687,0.221860946
APC,TCGA-AF-2687,0.202643869
DCC,TCGA-AF-2687,0.090434731
BCL9,TCGA-AF-2687,0.042434221
PIK3CA,TCGA-AF-2687,0.044579418
ACVR2A,TCGA-AF-2687,0.07207837
TRRAP,TCGA-AF-2687,0.097601995
BRAF,TCGA-AF-2687,0.020066507
DCC,TCGA-AF-2687,0.227159479
BCORL1,TCGA-AF-2687,0.016211873
PTPN13,TCGA-AF-2687,0.026180965
CTNNA2,TCGA-AF-2687,0.049715879
AKAP9,TCGA-AF-2687,0.036719256
DCC,TCGA-AF-2687,0.270893626
APC,TCGA-AF-2687,0.159930749
RNF43,TCGA-AF-2687,0.363509582
GRIN2A,TCGA-AF-2687,0.172133224
DCC,TCGA-AF-2687,0.28474722
DCC,TCGA-AF-2687,0.381961648
MLL4,TCGA-AF-2687,0.030130646
SMAD4,TCGA-AF-2687,0.056357433
CARD11,TCGA-AF-2687,0.027925938
ANK1,TCGA-AF-2687,0.313643566
BRCA2,TCGA-AF-2687,0.043338683
ANK1,TCGA-AF-2689,0.245131961
DCC,TCGA-AF-2689,0.608192832
KRAS,TCGA-AF-2689,0.041979027
CDH10,TCGA-AF-2689,0.907254454
APC,TCGA-AF-2689,0.472628248
GRIN2A,TCGA-AF-2689,0.722365377
DCC,TCGA-AF-2689,0.782871429
ATRX,TCGA-AF-2689,0.490587075
LRP1B,TCGA-AF-2689,0.874515041
KRAS,TCGA-AF-2689,0.043464556
FAT1,TCGA-AF-2689,0.11105291
BRAF,TCGA-AF-2689,0.166443937
FBXW7,TCGA-AF-2689,0.02901219
TRRAP,TCGA-AF-2689,0.090856046
MLL3,TCGA-AF-2689,0.245727715
DCC,TCGA-AF-2689,0.239024982
PTPRT,TCGA-AF-2689,0.660468793
RNF43,TCGA-AF-2689,0.026190483
FBXW7,TCGA-AF-2689,0.081881476
DCC,TCGA-AF-2689,0.067581532
ZFHX3,TCGA-AF-2689,0.053368981
CSMD3,TCGA-AF-2689,0.68267428
ERBB4,TCGA-AF-2689,0.630607079
CNTNAP2,TCGA-AF-2689,0.53510458
FAM123B,TCGA-AF-2689,0.307372168
KRAS,TCGA-AF-2689,0.00347574
TNC,TCGA-AF-2689,0.049963803
ZFHX3,TCGA-AF-2689,0.037639017
RNF213,TCGA-AF-2689,0.016818908
BRAF,TCGA-AF-2689,0.011102312
SMAD4,TCGA-AF-2689,0.047902406
KRAS,TCGA-AF-2689,0.011970004
BRAF,TCGA-AF-2689,0.041867067
BCL9L,TCGA-AF-2689,0.109807252
ARID1A,TCGA-AF-2689,0.037052297
PTPN13,TCGA-AF-2689,0.065525429
BRCA2,TCGA-AF-2689,0.91223242
PTPRT,TCGA-AF-2689,0.82861697
PREX2,TCGA-AF-2689,0.423038792
BRAF,TCGA-AF-2689,0.028743622
TCF7L2,TCGA-AF-2689,0.036036856
ACVR2A,TCGA-AF-2689,0.051022678
APC,TCGA-AF-2689,0.435447736
MYH11,TCGA-AF-2689,0.417779147
CDH4,TCGA-AF-2689,0.557463138
BIRC6,TCGA-AF-2689,0.029654188
CNTNAP2,TCGA-AF-2689,0.894674325
AKAP9,TCGA-AF-2689,0.037754609
APC,TCGA-AF-2689,0.566957687
BRAF,TCGA-AF-2689,0.017529117
KRAS,TCGA-AF-2689,0.041212012
ARID1A,TCGA-AF-2689,0.025817
PREX2,TCGA-AF-2689,0.758132849
MYH11,TCGA-AF-2689,0.324776211
CARD11,TCGA-AF-2689,0.735397894
KRAS,TCGA-AF-2689,0.016930151
BCORL1,TCGA-AF-2689,0.524904993
DCC,TCGA-AF-2689,0.134793997
DCC,TCGA-AF-2689,0.590726992
BIRC6,TCGA-AF-2689,0.016653999
FAM123B,TCGA-AF-2689,0.516261483
FAT1,TCGA-AF-2689,0.030161226
PIK3CA,TCGA-AF-2689,0.061646667
TCF7L2,TCGA-AF-2689,0.271006241
BCL9L,TCGA-AF-2689,0.179792663
APC,TCGA-AF-2689,0.502788001
TNC,TCGA-AF-2689,0.056743247
ERBB4,TCGA-AF-2689,0.744911588
ROS1,TCGA-AF-2689,0.274050193
RNF213,TCGA-AF-2689,0.085774447
APC,TCGA-AF-2689,0.553980052
DCC,TCGA-AF-2689,0.27721069
BCL9,TCGA-AF-2689,0.040352308
PIK3CA,TCGA-AF-2689,0.061026207
ACVR2A,TCGA-AF-2689,0.043215459
TRRAP,TCGA-AF-2689,0.107763668
BRAF,TCGA-AF-2689,0.01382271
DCC,TCGA-AF-2689,0.873548793
BCORL1,TCGA-AF-2689,0.579964988
PTPN13,TCGA-AF-2689,0.175381725
CTNNA2,TCGA-AF-2689,0.625285792
AKAP9,TCGA-AF-2689,0.023401354
DCC,TCGA-AF-2689,0.162973743
APC,TCGA-AF-2689,0.36058844
RNF43,TCGA-AF-2689,0.121478734
GRIN2A,TCGA-AF-2689,0.476863012
DCC,TCGA-AF-2689,0.618137644
DCC,TCGA-AF-2689,0.611760255
MLL4,TCGA-AF-2689,0.022699472
SMAD4,TCGA-AF-2689,0.023972699
CARD11,TCGA-AF-2689,0.595884506
ANK1,TCGA-AF-2689,0.47325452
BRCA2,TCGA-AF-2689,0.03463111
ANK1,TCGA-AF-2690,0.507478217
DCC,TCGA-AF-2690,0.379782222
KRAS,TCGA-AF-2690,0.034496474
CDH10,TCGA-AF-2690,0.690308546
APC,TCGA-AF-2690,0.455284369
GRIN2A,TCGA-AF-2690,0.220582916
DCC,TCGA-AF-2690,0.370560956
ATRX,TCGA-AF-2690,0.257725695
LRP1B,TCGA-AF-2690,0.396109917
KRAS,TCGA-AF-2690,0.07510315
FAT1,TCGA-AF-2690,0.047745516
BRAF,TCGA-AF-2690,0.23228089
FBXW7,TCGA-AF-2690,0.032710474
TRRAP,TCGA-AF-2690,0.102105097
MLL3,TCGA-AF-2690,0.090547581
DCC,TCGA-AF-2690,0.492155021
PTPRT,TCGA-AF-2690,0.46091467
RNF43,TCGA-AF-2690,0.036133095
FBXW7,TCGA-AF-2690,0.061581709
DCC,TCGA-AF-2690,0.289597916
ZFHX3,TCGA-AF-2690,0.053202831
CSMD3,TCGA-AF-2690,0.390734133
ERBB4,TCGA-AF-2690,0.332405976
CNTNAP2,TCGA-AF-2690,0.194999415
FAM123B,TCGA-AF-2690,0.213582487
KRAS,TCGA-AF-2690,0.011130145
TNC,TCGA-AF-2690,0.072013882
ZFHX3,TCGA-AF-2690,0.03626211
RNF213,TCGA-AF-2690,0.039910958
BRAF,TCGA-AF-2690,0.025628142
SMAD4,TCGA-AF-2690,0.044479918
KRAS,TCGA-AF-2690,0.011006097
BRAF,TCGA-AF-2690,0.047627931
BCL9L,TCGA-AF-2690,0.105428728
ARID1A,TCGA-AF-2690,0.034790708
PTPN13,TCGA-AF-2690,0.04611159
BRCA2,TCGA-AF-2690,0.91126309
PTPRT,TCGA-AF-2690,0.480728941
PREX2,TCGA-AF-2690,0.521862134
BRAF,TCGA-AF-2690,0.035953692
TCF7L2,TCGA-AF-2690,0.034928268
ACVR2A,TCGA-AF-2690,0.0582562
APC,TCGA-AF-2690,0.329301181
MYH11,TCGA-AF-2690,0.310666027
CDH4,TCGA-AF-2690,0.872935665
BIRC6,TCGA-AF-2690,0.021849854
CNTNAP2,TCGA-AF-2690,0.428363835
AKAP9,TCGA-AF-2690,0.04550594
APC,TCGA-AF-2690,0.486380725
BRAF,TCGA-AF-2690,0.025255406
KRAS,TCGA-AF-2690,0.046389823
ARID1A,TCGA-AF-2690,0.028145685
PREX2,TCGA-AF-2690,0.641842137
MYH11,TCGA-AF-2690,0.300393356
CARD11,TCGA-AF-2690,0.695505708
KRAS,TCGA-AF-2690,0.02327229
BCORL1,TCGA-AF-2690,0.20363812
DCC,TCGA-AF-2690,0.182373597
DCC,TCGA-AF-2690,0.28188411
BIRC6,TCGA-AF-2690,0.017560538
FAM123B,TCGA-AF-2690,0.271706113
FAT1,TCGA-AF-2690,0.04307369
PIK3CA,TCGA-AF-2690,0.04672215
TCF7L2,TCGA-AF-2690,0.349485536
BCL9L,TCGA-AF-2690,0.185087458
APC,TCGA-AF-2690,0.523968133
TNC,TCGA-AF-2690,0.071138765
ERBB4,TCGA-AF-2690,0.016089357
ROS1,TCGA-AF-2690,0.711253389
RNF213,TCGA-AF-2690,0.190252986
APC,TCGA-AF-2690,0.638505917
DCC,TCGA-AF-2690,0.675308318
BCL9,TCGA-AF-2690,0.051738315
PIK3CA,TCGA-AF-2690,0.050002354
ACVR2A,TCGA-AF-2690,0.064614046
TRRAP,TCGA-AF-2690,0.090195186
BRAF,TCGA-AF-2690,0.017652758
DCC,TCGA-AF-2690,0.43016688
BCORL1,TCGA-AF-2690,0.170242726
PTPN13,TCGA-AF-2690,0.032468442
CTNNA2,TCGA-AF-2690,0.091600558
AKAP9,TCGA-AF-2690,0.022583124
DCC,TCGA-AF-2690,0.494415755
APC,TCGA-AF-2690,0.303781612
RNF43,TCGA-AF-2690,0.355512243
GRIN2A,TCGA-AF-2690,0.356708431
DCC,TCGA-AF-2690,0.292919523
DCC,TCGA-AF-2690,0.327223004
MLL4,TCGA-AF-2690,0.020652467
SMAD4,TCGA-AF-2690,0.043448695
CARD11,TCGA-AF-2690,0.417709666
ANK1,TCGA-AF-2690,0.34937862
BRCA2,TCGA-AF-2690,0.028373399
ANK1,TCGA-AF-2691,0.521190542
DCC,TCGA-AF-2691,0.758279281
KRAS,TCGA-AF-2691,0.046819082
CDH10,TCGA-AF-2691,0.85488533
APC,TCGA-AF-2691,0.66937831
GRIN2A,TCGA-AF-2691,0.536469387
DCC,TCGA-AF-2691,0.769687008
ATRX,TCGA-AF-2691,0.448803121
LRP1B,TCGA-AF-2691,0.735708004
KRAS,TCGA-AF-2691,0.04179818
FAT1,TCGA-AF-2691,0.053349672
BRAF,TCGA-AF-2691,0.184982034
FBXW7,TCGA-AF-2691,0.036614763
TRRAP,TCGA-AF-2691,0.111483187
MLL3,TCGA-AF-2691,0.155775562
DCC,TCGA-AF-2691,0.617155451
PTPRT,TCGA-AF-2691,0.398939831
RNF43,TCGA-AF-2691,0.046476631
FBXW7,TCGA-AF-2691,0.028388492
DCC,TCGA-AF-2691,0.51209883
ZFHX3,TCGA-AF-2691,0.052052569
CSMD3,TCGA-AF-2691,0.677783029
ERBB4,TCGA-AF-2691,0.659461589
CNTNAP2,TCGA-AF-2691,0.567726847
FAM123B,TCGA-AF-2691,0.384083715
KRAS,TCGA-AF-2691,0.004684702
TNC,TCGA-AF-2691,0.038933538
ZFHX3,TCGA-AF-2691,0.044153643
RNF213,TCGA-AF-2691,0.038524246
BRAF,TCGA-AF-2691,0.012483901
SMAD4,TCGA-AF-2691,0.0326645
KRAS,TCGA-AF-2691,0.013072723
BRAF,TCGA-AF-2691,0.043612565
BCL9L,TCGA-AF-2691,0.059053346
ARID1A,TCGA-AF-2691,0.020325983
PTPN13,TCGA-AF-2691,0.051031785
BRCA2,TCGA-AF-2691,0.938918619
PTPRT,TCGA-AF-2691,0.756422275
PREX2,TCGA-AF-2691,0.752762509
BRAF,TCGA-AF-2691,0.031649428
TCF7L2,TCGA-AF-2691,0.031419946
ACVR2A,TCGA-AF-2691,0.057662233
APC,TCGA-AF-2691,0.458079966
MYH11,TCGA-AF-2691,0.067525103
CDH4,TCGA-AF-2691,0.913355671
BIRC6,TCGA-AF-2691,0.027687189
CNTNAP2,TCGA-AF-2691,0.760231996
AKAP9,TCGA-AF-2691,0.049373092
APC,TCGA-AF-2691,0.549619074
BRAF,TCGA-AF-2691,0.019878866
KRAS,TCGA-AF-2691,0.04124292
ARID1A,TCGA-AF-2691,0.033524628
PREX2,TCGA-AF-2691,0.609764615
MYH11,TCGA-AF-2691,0.075206524
CARD11,TCGA-AF-2691,0.906499032
KRAS,TCGA-AF-2691,0.021948618
BCORL1,TCGA-AF-2691,0.467374143
DCC,TCGA-AF-2691,0.783429279
DCC,TCGA-AF-2691,0.576878647
BIRC6,TCGA-AF-2691,0.018582705
FAM123B,TCGA-AF-2691,0.393578831
FAT1,TCGA-AF-2691,0.027022314
PIK3CA,TCGA-AF-2691,0.049834177
TCF7L2,TCGA-AF-2691,0.265434204
BCL9L,TCGA-AF-2691,0.153770463
APC,TCGA-AF-2691,0.425926202
TNC,TCGA-AF-2691,0.090366687
ERBB4,TCGA-AF-2691,0.202873488
ROS1,TCGA-AF-2691,0.451396033
RNF213,TCGA-AF-2691,0.095363615
APC,TCGA-AF-2691,0.450844746
DCC,TCGA-AF-2691,0.89278654
BCL9,TCGA-AF-2691,0.04185589
PIK3CA,TCGA-AF-2691,0.065499463
ACVR2A,TCGA-AF-2691,0.042358317
TRRAP,TCGA-AF-2691,0.13395629
BRAF,TCGA-AF-2691,0.018415951
DCC,TCGA-AF-2691,0.787680263
BCORL1,TCGA-AF-2691,0.50022208
PTPN13,TCGA-AF-2691,0.039166124
CTNNA2,TCGA-AF-2691,0.070110752
AKAP9,TCGA-AF-2691,0.022060822
DCC,TCGA-AF-2691,0.487328169
APC,TCGA-AF-2691,0.545312757
RNF43,TCGA-AF-2691,0.116096244
GRIN2A,TCGA-AF-2691,0.617710727
DCC,TCGA-AF-2691,0.453119228
DCC,TCGA-AF-2691,0.525387789
MLL4,TCGA-AF-2691,0.026421999
SMAD4,TCGA-AF-2691,0.018300372
CARD11,TCGA-AF-2691,0.678833995
ANK1,TCGA-AF-2691,0.554420263
BRCA2,TCGA-AF-2691,0.031758993
ANK1,TCGA-AF-2692,0.212821253
DCC,TCGA-AF-2692,0.543246439
KRAS,TCGA-AF-2692,0.039887491
CDH10,TCGA-AF-2692,0.864470445
APC,TCGA-AF-2692,0.592548851
GRIN2A,TCGA-AF-2692,0.043415755
DCC,TCGA-AF-2692,0.753151042
ATRX,TCGA-AF-2692,0.415876948
LRP1B,TCGA-AF-2692,0.038210974
KRAS,TCGA-AF-2692,0.060601236
FAT1,TCGA-AF-2692,0.106705566
BRAF,TCGA-AF-2692,0.219688843
FBXW7,TCGA-AF-2692,0.039280788
TRRAP,TCGA-AF-2692,0.09249356
MLL3,TCGA-AF-2692,0.166340441
DCC,TCGA-AF-2692,0.397013903
PTPRT,TCGA-AF-2692,0.123905196
RNF43,TCGA-AF-2692,0.037144102
FBXW7,TCGA-AF-2692,0.024260889
DCC,TCGA-AF-2692,0.396690346
ZFHX3,TCGA-AF-2692,0.036831322
CSMD3,TCGA-AF-2692,0.7997145
ERBB4,TCGA-AF-2692,0.559777151
CNTNAP2,TCGA-AF-2692,0.054750841
FAM123B,TCGA-AF-2692,0.316014533
KRAS,TCGA-AF-2692,0.003144459
TNC,TCGA-AF-2692,0.092822285
ZFHX3,TCGA-AF-2692,0.041251635
RNF213,TCGA-AF-2692,0.042395595
BRAF,TCGA-AF-2692,0.014580535
SMAD4,TCGA-AF-2692,0.031409323
KRAS,TCGA-AF-2692,0.01082113
BRAF,TCGA-AF-2692,0.04740581
BCL9L,TCGA-AF-2692,0.045909759
ARID1A,TCGA-AF-2692,0.019641269
PTPN13,TCGA-AF-2692,0.047431754
BRCA2,TCGA-AF-2692,0.957546087
PTPRT,TCGA-AF-2692,0.48726213
PREX2,TCGA-AF-2692,0.040151717
BRAF,TCGA-AF-2692,0.028886481
TCF7L2,TCGA-AF-2692,0.031653698
ACVR2A,TCGA-AF-2692,0.066081043
APC,TCGA-AF-2692,0.017109918
MYH11,TCGA-AF-2692,0.071811199
CDH4,TCGA-AF-2692,0.59202392
BIRC6,TCGA-AF-2692,0.030810772
CNTNAP2,TCGA-AF-2692,0.728503508
AKAP9,TCGA-AF-2692,0.055579772
APC,TCGA-AF-2692,0.02837536
BRAF,TCGA-AF-2692,0.018353193
KRAS,TCGA-AF-2692,0.034666272
ARID1A,TCGA-AF-2692,0.028916667
PREX2,TCGA-AF-2692,0.281104769
MYH11,TCGA-AF-2692,0.024694103
CARD11,TCGA-AF-2692,0.726519108
KRAS,TCGA-AF-2692,0.023672494
BCORL1,TCGA-AF-2692,0.426142977
DCC,TCGA-AF-2692,0.112112687
DCC,TCGA-AF-2692,0.5586224
BIRC6,TCGA-AF-2692,0.014166809
FAM123B,TCGA-AF-2692,0.43218971
FAT1,TCGA-AF-2692,0.016142876
PIK3CA,TCGA-AF-2692,0.056087196
TCF7L2,TCGA-AF-2692,0.273216061
BCL9L,TCGA-AF-2692,0.139013004
APC,TCGA-AF-2692,0.051611212
TNC,TCGA-AF-2692,0.043309029
ERBB4,TCGA-AF-2692,0.003225369
ROS1,TCGA-AF-2692,0.355582478
RNF213,TCGA-AF-2692,0.101702577
APC,TCGA-AF-2692,0.060046519
DCC,TCGA-AF-2692,0.87207799
BCL9,TCGA-AF-2692,0.043921061
PIK3CA,TCGA-AF-2692,0.064115853
ACVR2A,TCGA-AF-2692,0.043376497
TRRAP,TCGA-AF-2692,0.133561815
BRAF,TCGA-AF-2692,0.016181011
DCC,TCGA-AF-2692,0.712297875
BCORL1,TCGA-AF-2692,0.455651998
PTPN13,TCGA-AF-2692,0.034550108
CTNNA2,TCGA-AF-2692,0.029371972
AKAP9,TCGA-AF-2692,0.020660331
DCC,TCGA-AF-2692,0.59387429
APC,TCGA-AF-2692,0.033928299
RNF43,TCGA-AF-2692,0.047779009
GRIN2A,TCGA-AF-2692,0.411107021
DCC,TCGA-AF-2692,0.561989284
DCC,TCGA-AF-2692,0.548627982
MLL4,TCGA-AF-2692,0.023271891
SMAD4,TCGA-AF-2692,0.015455874
CARD11,TCGA-AF-2692,0.030258016
ANK1,TCGA-AF-2692,0.287995742
BRCA2,TCGA-AF-2692,0.036221443
ANK1,TCGA-AF-2693,0.283572226
DCC,TCGA-AF-2693,0.642093392
KRAS,TCGA-AF-2693,0.084849607
CDH10,TCGA-AF-2693,0.694649558
APC,TCGA-AF-2693,0.613360642
GRIN2A,TCGA-AF-2693,0.200563468
DCC,TCGA-AF-2693,0.572957962
ATRX,TCGA-AF-2693,0.018557798
LRP1B,TCGA-AF-2693,0.04327734
KRAS,TCGA-AF-2693,0.137909064
FAT1,TCGA-AF-2693,0.062505453
BRAF,TCGA-AF-2693,0.147217555
FBXW7,TCGA-AF-2693,0.029388591
TRRAP,TCGA-AF-2693,0.10485456
MLL3,TCGA-AF-2693,0.160704968
DCC,TCGA-AF-2693,0.571513435
PTPRT,TCGA-AF-2693,0.560934593
RNF43,TCGA-AF-2693,0.02900356
FBXW7,TCGA-AF-2693,0.049112487
DCC,TCGA-AF-2693,0.662032906
ZFHX3,TCGA-AF-2693,0.062072442
CSMD3,TCGA-AF-2693,0.571372098
ERBB4,TCGA-AF-2693,0.323228678
CNTNAP2,TCGA-AF-2693,0.557125265
FAM123B,TCGA-AF-2693,0.03054799
KRAS,TCGA-AF-2693,0.00990312
TNC,TCGA-AF-2693,0.072960394
ZFHX3,TCGA-AF-2693,0.04321725
RNF213,TCGA-AF-2693,0.049443508
BRAF,TCGA-AF-2693,0.013082411
SMAD4,TCGA-AF-2693,0.037126805
KRAS,TCGA-AF-2693,0.010095631
BRAF,TCGA-AF-2693,0.034599855
BCL9L,TCGA-AF-2693,0.100140998
ARID1A,TCGA-AF-2693,0.040248758
PTPN13,TCGA-AF-2693,0.09119561
BRCA2,TCGA-AF-2693,0.887220677
PTPRT,TCGA-AF-2693,0.524148493
PREX2,TCGA-AF-2693,0.654502749
BRAF,TCGA-AF-2693,0.020689017
TCF7L2,TCGA-AF-2693,0.037229522
ACVR2A,TCGA-AF-2693,0.055310114
APC,TCGA-AF-2693,0.382180996
MYH11,TCGA-AF-2693,0.026459761
CDH4,TCGA-AF-2693,0.917005077
BIRC6,TCGA-AF-2693,0.024897941
CNTNAP2,TCGA-AF-2693,0.58624546
AKAP9,TCGA-AF-2693,0.061207342
APC,TCGA-AF-2693,0.407087235
BRAF,TCGA-AF-2693,0.025326394
KRAS,TCGA-AF-2693,0.031386823
ARID1A,TCGA-AF-2693,0.043335449
PREX2,TCGA-AF-2693,0.441916471
MYH11,TCGA-AF-2693,0.038202413
CARD11,TCGA-AF-2693,0.608231309
KRAS,TCGA-AF-2693,0.046600884
BCORL1,TCGA-AF-2693,0.032251688
DCC,TCGA-AF-2693,0.629869742
DCC,TCGA-AF-2693,0.404100461
BIRC6,TCGA-AF-2693,0.016474449
FAM123B,TCGA-AF-2693,0.032056897
FAT1,TCGA-AF-2693,0.047343695
PIK3CA,TCGA-AF-2693,0.059559781
TCF7L2,TCGA-AF-2693,0.337898863
BCL9L,TCGA-AF-2693,0.223152286
APC,TCGA-AF-2693,0.494244366
TNC,TCGA-AF-2693,0.070246725
ERBB4,TCGA-AF-2693,0.029540748
ROS1,TCGA-AF-2693,0.466494431
RNF213,TCGA-AF-2693,0.194383971
APC,TCGA-AF-2693,0.525726569
DCC,TCGA-AF-2693,0.748235568
BCL9,TCGA-AF-2693,0.042668211
PIK3CA,TCGA-AF-2693,0.040494339
ACVR2A,TCGA-AF-2693,0.085773236
TRRAP,TCGA-AF-2693,0.094896054
BRAF,TCGA-AF-2693,0.017612767
DCC,TCGA-AF-2693,0.225394237
BCORL1,TCGA-AF-2693,0.0150492
PTPN13,TCGA-AF-2693,0.042980041
CTNNA2,TCGA-AF-2693,0.048248662
AKAP9,TCGA-AF-2693,0.029796365
DCC,TCGA-AF-2693,0.521647254
APC,TCGA-AF-2693,0.305611862
RNF43,TCGA-AF-2693,0.316893897
GRIN2A,TCGA-AF-2693,0.526549282
DCC,TCGA-AF-2693,0.434133957
DCC,TCGA-AF-2693,0.468666862
MLL4,TCGA-AF-2693,0.030210789
SMAD4,TCGA-AF-2693,0.046004635
CARD11,TCGA-AF-2693,0.50414228
ANK1,TCGA-AF-2693,0.373322737
BRCA2,TCGA-AF-2693,0.033082582
ANK1,TCGA-AF-3400,0.331351959
DCC,TCGA-AF-3400,0.432136702
KRAS,TCGA-AF-3400,0.040102948
CDH10,TCGA-AF-3400,0.826879434
APC,TCGA-AF-3400,0.543332257
GRIN2A,TCGA-AF-3400,0.313882029
DCC,TCGA-AF-3400,0.398128083
ATRX,TCGA-AF-3400,0.019237637
LRP1B,TCGA-AF-3400,0.025232126
KRAS,TCGA-AF-3400,0.108526176
FAT1,TCGA-AF-3400,0.069669664
BRAF,TCGA-AF-3400,0.179071596
FBXW7,TCGA-AF-3400,0.030525162
TRRAP,TCGA-AF-3400,0.119070052
MLL3,TCGA-AF-3400,0.096125347
DCC,TCGA-AF-3400,0.344438556
PTPRT,TCGA-AF-3400,0.233724896
RNF43,TCGA-AF-3400,0.039325931
FBXW7,TCGA-AF-3400,0.066662224
DCC,TCGA-AF-3400,0.119683203
ZFHX3,TCGA-AF-3400,0.052590754
CSMD3,TCGA-AF-3400,0.547536073
ERBB4,TCGA-AF-3400,0.135695228
CNTNAP2,TCGA-AF-3400,0.326026549
FAM123B,TCGA-AF-3400,0.019809424
KRAS,TCGA-AF-3400,0.004304709
TNC,TCGA-AF-3400,0.028011301
ZFHX3,TCGA-AF-3400,0.048138543
RNF213,TCGA-AF-3400,0.031182602
BRAF,TCGA-AF-3400,0.01280434
SMAD4,TCGA-AF-3400,0.042727336
KRAS,TCGA-AF-3400,0.012032748
BRAF,TCGA-AF-3400,0.043482134
BCL9L,TCGA-AF-3400,0.125267058
ARID1A,TCGA-AF-3400,0.025609538
PTPN13,TCGA-AF-3400,0.03636597
BRCA2,TCGA-AF-3400,0.577959921
PTPRT,TCGA-AF-3400,0.476584493
PREX2,TCGA-AF-3400,0.394679341
BRAF,TCGA-AF-3400,0.029678869
TCF7L2,TCGA-AF-3400,0.035708798
ACVR2A,TCGA-AF-3400,0.064628425
APC,TCGA-AF-3400,0.431931871
MYH11,TCGA-AF-3400,0.082545145
CDH4,TCGA-AF-3400,0.517112249
BIRC6,TCGA-AF-3400,0.026531864
CNTNAP2,TCGA-AF-3400,0.595658276
AKAP9,TCGA-AF-3400,0.049297834
APC,TCGA-AF-3400,0.59976551
BRAF,TCGA-AF-3400,0.019255678
KRAS,TCGA-AF-3400,0.042643289
ARID1A,TCGA-AF-3400,0.02578788
PREX2,TCGA-AF-3400,0.203714183
MYH11,TCGA-AF-3400,0.053475329
CARD11,TCGA-AF-3400,0.776160918
KRAS,TCGA-AF-3400,0.017406135
BCORL1,TCGA-AF-3400,0.008568766
DCC,TCGA-AF-3400,0.120376281
DCC,TCGA-AF-3400,0.359677488
BIRC6,TCGA-AF-3400,0.016771582
FAM123B,TCGA-AF-3400,0.00817285
FAT1,TCGA-AF-3400,0.040186844
PIK3CA,TCGA-AF-3400,0.125236466
TCF7L2,TCGA-AF-3400,0.26973233
BCL9L,TCGA-AF-3400,0.563980121
APC,TCGA-AF-3400,0.503959614
TNC,TCGA-AF-3400,0.051438016
ERBB4,TCGA-AF-3400,0.005992214
