Hugo_Symbol,submitter_id,expression
APC,TCGA-A6-2686,-1.1522
ARID1A,TCGA-A6-2686,-1.0818
ATM,TCGA-A6-2686,0.1264
ATRX,TCGA-A6-2686,-1.4798
BCL9,TCGA-A6-2686,-0.5379
BCL9L,TCGA-A6-2686,-0.5057
BCORL1,TCGA-A6-2686,-0.8261
BIRC6,TCGA-A6-2686,-0.4191
BRAF,TCGA-A6-2686,2.0329
BRCA2,TCGA-A6-2686,-1.4104
CARD11,TCGA-A6-2686,0.0186
CDH10,TCGA-A6-2686,-1.5957
CDH4,TCGA-A6-2686,-1.3192
CNTNAP2,TCGA-A6-2686,0.6797
CREBBP,TCGA-A6-2686,-1.0898
CSMD3,TCGA-A6-2686,-0.5565
CTNNA2,TCGA-A6-2686,-0.8587
DCC,TCGA-A6-2686,2.212
ERBB4,TCGA-A6-2686,1.0563
FAM123B,TCGA-A6-2686,-0.659
FAM47C,TCGA-A6-2686,-1.3237
FAT1,TCGA-A6-2686,-1.703
FAT3,TCGA-A6-2686,-0.5657
FAT4,TCGA-A6-2686,-0.3848
FBXW7,TCGA-A6-2686,-0.2748
GRIN2A,TCGA-A6-2686,0.158
KRAS,TCGA-A6-2686,-0.4901
LRP1B,TCGA-A6-2686,-1.1856
MLL3,TCGA-A6-2686,0.0229
MLL4,TCGA-A6-2686,0.0674
MUC16,TCGA-A6-2686,-0.3516
MYH11,TCGA-A6-2686,0.0075
NBEA,TCGA-A6-2686,-0.6405
PIK3CA,TCGA-A6-2686,0.905
PREX2,TCGA-A6-2686,-0.1669
PTPN13,TCGA-A6-2686,-1.2873
PTPRT,TCGA-A6-2686,-0.4601
RNF213,TCGA-A6-2686,-1.1224
RNF43,TCGA-A6-2686,-2.3755
ROBO2,TCGA-A6-2686,-0.2339
ROS1,TCGA-A6-2686,-1.3388
SMAD4,TCGA-A6-2686,0.9537
TCF7L2,TCGA-A6-2686,-0.7316
TNC,TCGA-A6-2686,-0.2202
TP53,TCGA-A6-2686,-1.3846
TRRAP,TCGA-A6-2686,-1.1945
ZFHX3,TCGA-A6-2686,-1.1027
ACVR2A,TCGA-A6-4105,-0.7917
AKAP9,TCGA-A6-4105,-0.5819
ANK1,TCGA-A6-4105,0.9479
APC,TCGA-A6-4105,-0.0425
ARID1A,TCGA-A6-4105,-0.186
ATM,TCGA-A6-4105,0.118
ATRX,TCGA-A6-4105,0.2529
BCL9,TCGA-A6-4105,-0.3086
BCL9L,TCGA-A6-4105,-0.0183
BCORL1,TCGA-A6-4105,0.7851
BIRC6,TCGA-A6-4105,0.2472
BRAF,TCGA-A6-4105,-0.5498
BRCA2,TCGA-A6-4105,0.2925
CARD11,TCGA-A6-4105,-0.3258
CDH10,TCGA-A6-4105,-1.5957
CDH4,TCGA-A6-4105,0.3906
CNTNAP2,TCGA-A6-4105,0.4878
CREBBP,TCGA-A6-4105,-0.1778
CSMD3,TCGA-A6-4105,-0.531
CTNNA2,TCGA-A6-4105,2.113
DCC,TCGA-A6-4105,-1.7203
ERBB4,TCGA-A6-4105,-1.258
FAM123B,TCGA-A6-4105,0.6098
FAM47C,TCGA-A6-4105,-1.3237
FAT1,TCGA-A6-4105,0.7878
FAT3,TCGA-A6-4105,-1.2567
FAT4,TCGA-A6-4105,0.4205
FBXW7,TCGA-A6-4105,0.4503
GRIN2A,TCGA-A6-4105,-0.4952
KRAS,TCGA-A6-4105,0.3854
LRP1B,TCGA-A6-4105,-0.54
MLL3,TCGA-A6-4105,-0.341
MLL4,TCGA-A6-4105,0.8426
MUC16,TCGA-A6-4105,-1.0807
MYH11,TCGA-A6-4105,-0.6027
NBEA,TCGA-A6-4105,-1.1976
PIK3CA,TCGA-A6-4105,-0.8111
PREX2,TCGA-A6-4105,-0.5696
PTPN13,TCGA-A6-4105,0.0063
PTPRT,TCGA-A6-4105,1.2131
RNF213,TCGA-A6-4105,0.917
RNF43,TCGA-A6-4105,0.9834
ROBO2,TCGA-A6-4105,0.2668
ROS1,TCGA-A6-4105,-0.6962
SMAD4,TCGA-A6-4105,0.6403
TCF7L2,TCGA-A6-4105,-0.1076
TNC,TCGA-A6-4105,1.2229
TP53,TCGA-A6-4105,0.4964
TRRAP,TCGA-A6-4105,0.0734
ZFHX3,TCGA-A6-4105,-0.0547
ACVR2A,TCGA-A6-5656,0.5197
AKAP9,TCGA-A6-5656,1.1441
ANK1,TCGA-A6-5656,-0.4854
APC,TCGA-A6-5656,-0.0999
ARID1A,TCGA-A6-5656,0.1792
ATM,TCGA-A6-5656,-0.1693
ATRX,TCGA-A6-5656,0.1096
BCL9,TCGA-A6-5656,0.2279
BCL9L,TCGA-A6-5656,-0.1501
BCORL1,TCGA-A6-5656,0.8141
BIRC6,TCGA-A6-5656,-0.1046
BRAF,TCGA-A6-5656,-0.9195
BRCA2,TCGA-A6-5656,-0.247
CARD11,TCGA-A6-5656,-1.5339
CDH10,TCGA-A6-5656,-1.5957
CDH4,TCGA-A6-5656,-1.3192
CNTNAP2,TCGA-A6-5656,-1.8294
CREBBP,TCGA-A6-5656,-0.2743
CSMD3,TCGA-A6-5656,-1.1649
CTNNA2,TCGA-A6-5656,-0.6712
DCC,TCGA-A6-5656,-1.7203
ERBB4,TCGA-A6-5656,-1.258
FAM123B,TCGA-A6-5656,1.0454
FAM47C,TCGA-A6-5656,-1.3237
FAT1,TCGA-A6-5656,-0.7382
FAT3,TCGA-A6-5656,-0.4422
FAT4,TCGA-A6-5656,-0.3417
FBXW7,TCGA-A6-5656,0.5196
GRIN2A,TCGA-A6-5656,-0.4468
KRAS,TCGA-A6-5656,-0.5797
LRP1B,TCGA-A6-5656,-0.0236
MLL3,TCGA-A6-5656,0.3816
MLL4,TCGA-A6-5656,0.7333
MUC16,TCGA-A6-5656,-1.0807
MYH11,TCGA-A6-5656,1.5214
NBEA,TCGA-A6-5656,-0.2221
PIK3CA,TCGA-A6-5656,-1.2582
PREX2,TCGA-A6-5656,-1.2963
PTPN13,TCGA-A6-5656,1.117
PTPRT,TCGA-A6-5656,-0.8813
RNF213,TCGA-A6-5656,-0.1023
RNF43,TCGA-A6-5656,0.4898
ROBO2,TCGA-A6-5656,-0.9203
ROS1,TCGA-A6-5656,-0.4481
SMAD4,TCGA-A6-5656,-0.9207
TCF7L2,TCGA-A6-5656,-0.3177
TNC,TCGA-A6-5656,-0.3106
TP53,TCGA-A6-5656,0.0751
TRRAP,TCGA-A6-5656,0.7866
ZFHX3,TCGA-A6-5656,0.1425
ACVR2A,TCGA-A6-5657,-0.5333
AKAP9,TCGA-A6-5657,-0.0144
ANK1,TCGA-A6-5657,0.5261
APC,TCGA-A6-5657,0.6335
ARID1A,TCGA-A6-5657,1.1448
ATM,TCGA-A6-5657,0.1034
ATRX,TCGA-A6-5657,0.4837
BCL9,TCGA-A6-5657,0.246
BCL9L,TCGA-A6-5657,1.5339
BCORL1,TCGA-A6-5657,0.4336
BIRC6,TCGA-A6-5657,0.4882
BRAF,TCGA-A6-5657,0.4946
BRCA2,TCGA-A6-5657,-0.1951
CARD11,TCGA-A6-5657,0.4422
CDH10,TCGA-A6-5657,-0.3419
CDH4,TCGA-A6-5657,-1.3192
CNTNAP2,TCGA-A6-5657,1.528
CREBBP,TCGA-A6-5657,0.8522
CSMD3,TCGA-A6-5657,-0.7576
CTNNA2,TCGA-A6-5657,0.1723
DCC,TCGA-A6-5657,-0.4397
ERBB4,TCGA-A6-5657,-0.1595
FAM123B,TCGA-A6-5657,1.1634
FAM47C,TCGA-A6-5657,-1.3237
FAT1,TCGA-A6-5657,0.2342
FAT3,TCGA-A6-5657,0.0794
FAT4,TCGA-A6-5657,1.4549
FBXW7,TCGA-A6-5657,0.6562
GRIN2A,TCGA-A6-5657,0.6104
KRAS,TCGA-A6-5657,-0.6018
LRP1B,TCGA-A6-5657,0.7403
MLL3,TCGA-A6-5657,0.5969
MLL4,TCGA-A6-5657,1.1833
MUC16,TCGA-A6-5657,-0.3113
MYH11,TCGA-A6-5657,1.9238
NBEA,TCGA-A6-5657,0.8565
PIK3CA,TCGA-A6-5657,0.2168
PREX2,TCGA-A6-5657,0.616
PTPN13,TCGA-A6-5657,0.9898
PTPRT,TCGA-A6-5657,1.1197
RNF213,TCGA-A6-5657,0.6648
RNF43,TCGA-A6-5657,-0.6879
ROBO2,TCGA-A6-5657,1.6479
ROS1,TCGA-A6-5657,0.0618
SMAD4,TCGA-A6-5657,-0.9291
TCF7L2,TCGA-A6-5657,-0.2124
TNC,TCGA-A6-5657,1.833
TP53,TCGA-A6-5657,-1.8762
TRRAP,TCGA-A6-5657,1.6403
ZFHX3,TCGA-A6-5657,0.5669
ACVR2A,TCGA-A6-5659,0.689
AKAP9,TCGA-A6-5659,0.7887
ANK1,TCGA-A6-5659,-0.7335
APC,TCGA-A6-5659,0.4668
ARID1A,TCGA-A6-5659,0.709
ATM,TCGA-A6-5659,-0.5515
ATRX,TCGA-A6-5659,2.0147
BCL9,TCGA-A6-5659,0.3143
BCL9L,TCGA-A6-5659,-0.1564
BCORL1,TCGA-A6-5659,1.5165
BIRC6,TCGA-A6-5659,0.9916
BRAF,TCGA-A6-5659,0.5012
BRCA2,TCGA-A6-5659,0.3172
CARD11,TCGA-A6-5659,-1.1024
CDH10,TCGA-A6-5659,-0.6607
CDH4,TCGA-A6-5659,-0.0572
CNTNAP2,TCGA-A6-5659,-0.0406
CREBBP,TCGA-A6-5659,1.2378
CSMD3,TCGA-A6-5659,-1.1649
CTNNA2,TCGA-A6-5659,1.9434
DCC,TCGA-A6-5659,0.5307
ERBB4,TCGA-A6-5659,0.1352
FAM123B,TCGA-A6-5659,2.5657
FAM47C,TCGA-A6-5659,-1.3237
FAT1,TCGA-A6-5659,0.7221
FAT3,TCGA-A6-5659,0.7348
FAT4,TCGA-A6-5659,0.6782
FBXW7,TCGA-A6-5659,1.4
GRIN2A,TCGA-A6-5659,0.0421
KRAS,TCGA-A6-5659,-0.2348
LRP1B,TCGA-A6-5659,0.0986
MLL3,TCGA-A6-5659,1.2685
MLL4,TCGA-A6-5659,0.3887
MUC16,TCGA-A6-5659,-1.0807
MYH11,TCGA-A6-5659,1.4006
NBEA,TCGA-A6-5659,0.1587
PIK3CA,TCGA-A6-5659,0.5651
PREX2,TCGA-A6-5659,-0.0495
PTPN13,TCGA-A6-5659,-0.8251
PTPRT,TCGA-A6-5659,3.3947
RNF213,TCGA-A6-5659,-0.5193
RNF43,TCGA-A6-5659,0.8921
ROBO2,TCGA-A6-5659,-0.1234
ROS1,TCGA-A6-5659,-1.3388
SMAD4,TCGA-A6-5659,0.1883
TCF7L2,TCGA-A6-5659,-0.6538
TNC,TCGA-A6-5659,-0.0314
TP53,TCGA-A6-5659,0.3526
TRRAP,TCGA-A6-5659,1.2436
ZFHX3,TCGA-A6-5659,1.0084
ACVR2A,TCGA-A6-5660,0.3894
AKAP9,TCGA-A6-5660,-0.0139
ANK1,TCGA-A6-5660,-1.2945
APC,TCGA-A6-5660,-1.9406
ARID1A,TCGA-A6-5660,-0.9274
ATM,TCGA-A6-5660,0.216
ATRX,TCGA-A6-5660,0.6838
BCL9,TCGA-A6-5660,0.6146
BCL9L,TCGA-A6-5660,-0.3735
BCORL1,TCGA-A6-5660,-0.0723
BIRC6,TCGA-A6-5660,-0.1946
BRAF,TCGA-A6-5660,-0.1353
BRCA2,TCGA-A6-5660,-0.3348
CARD11,TCGA-A6-5660,0.7654
CDH10,TCGA-A6-5660,-1.5957
CDH4,TCGA-A6-5660,-1.3192
CNTNAP2,TCGA-A6-5660,0.8271
CREBBP,TCGA-A6-5660,0.5961
CSMD3,TCGA-A6-5660,-0.2151
CTNNA2,TCGA-A6-5660,-0.4843
DCC,TCGA-A6-5660,-0.4969
ERBB4,TCGA-A6-5660,-0.6532
FAM123B,TCGA-A6-5660,0.5698
FAM47C,TCGA-A6-5660,-1.3237
FAT1,TCGA-A6-5660,0.0989
FAT3,TCGA-A6-5660,0.013
FAT4,TCGA-A6-5660,0.6013
FBXW7,TCGA-A6-5660,0.1699
GRIN2A,TCGA-A6-5660,0.3471
KRAS,TCGA-A6-5660,-0.2813
LRP1B,TCGA-A6-5660,0.3743
MLL3,TCGA-A6-5660,0.0158
MLL4,TCGA-A6-5660,-1.1208
MUC16,TCGA-A6-5660,-0.8399
MYH11,TCGA-A6-5660,0.232
NBEA,TCGA-A6-5660,0.1048
PIK3CA,TCGA-A6-5660,0.0778
PREX2,TCGA-A6-5660,-0.1159
PTPN13,TCGA-A6-5660,-0.939
PTPRT,TCGA-A6-5660,0.4589
RNF213,TCGA-A6-5660,-0.7892
RNF43,TCGA-A6-5660,0.4537
ROBO2,TCGA-A6-5660,0.7287
ROS1,TCGA-A6-5660,-0.2946
SMAD4,TCGA-A6-5660,0.3456
TCF7L2,TCGA-A6-5660,-0.7984
TNC,TCGA-A6-5660,-0.1767
TP53,TCGA-A6-5660,1.0964
TRRAP,TCGA-A6-5660,-0.5575
ZFHX3,TCGA-A6-5660,0.0189
ACVR2A,TCGA-A6-5661,-0.0035
AKAP9,TCGA-A6-5661,-0.1949
ANK1,TCGA-A6-5661,0.3648
APC,TCGA-A6-5661,1.0111
ARID1A,TCGA-A6-5661,0.1445
ATM,TCGA-A6-5661,-1.2837
ATRX,TCGA-A6-5661,-0.4725
BCL9,TCGA-A6-5661,-0.9325
BCL9L,TCGA-A6-5661,-0.3173
BCORL1,TCGA-A6-5661,-0.5929
BIRC6,TCGA-A6-5661,0.6038
BRAF,TCGA-A6-5661,1.0635
BRCA2,TCGA-A6-5661,0.5401
CARD11,TCGA-A6-5661,0.5018
CDH10,TCGA-A6-5661,-1.5957
CDH4,TCGA-A6-5661,-1.3192
CNTNAP2,TCGA-A6-5661,-0.2685
CREBBP,TCGA-A6-5661,-1.3666
CSMD3,TCGA-A6-5661,-0.2485
CTNNA2,TCGA-A6-5661,-1.2877
DCC,TCGA-A6-5661,-1.7203
ERBB4,TCGA-A6-5661,-1.258
FAM123B,TCGA-A6-5661,-1.5054
FAM47C,TCGA-A6-5661,-1.3237
FAT1,TCGA-A6-5661,0.8038
FAT3,TCGA-A6-5661,-1.6727
FAT4,TCGA-A6-5661,0.2286
FBXW7,TCGA-A6-5661,0.2916
GRIN2A,TCGA-A6-5661,-1.3662
KRAS,TCGA-A6-5661,0.8429
LRP1B,TCGA-A6-5661,-0.2523
MLL3,TCGA-A6-5661,-0.0763
MLL4,TCGA-A6-5661,-1.5912
MUC16,TCGA-A6-5661,-0.6775
MYH11,TCGA-A6-5661,-1.2458
NBEA,TCGA-A6-5661,-0.4905
PIK3CA,TCGA-A6-5661,-0.1917
PREX2,TCGA-A6-5661,-0.3239
PTPN13,TCGA-A6-5661,-0.8687
PTPRT,TCGA-A6-5661,-0.5999
RNF213,TCGA-A6-5661,0.3488
RNF43,TCGA-A6-5661,-1.2661
ROBO2,TCGA-A6-5661,0.2014
ROS1,TCGA-A6-5661,-0.794
SMAD4,TCGA-A6-5661,1.3435
TCF7L2,TCGA-A6-5661,1.1016
TNC,TCGA-A6-5661,-0.1571
TP53,TCGA-A6-5661,-0.1118
TRRAP,TCGA-A6-5661,-1.0167
ZFHX3,TCGA-A6-5661,0.3239
ACVR2A,TCGA-A6-5662,0.8015
AKAP9,TCGA-A6-5662,0.1236
ANK1,TCGA-A6-5662,-0.9655
APC,TCGA-A6-5662,0.3835
ARID1A,TCGA-A6-5662,-0.7461
ATM,TCGA-A6-5662,0.3304
ATRX,TCGA-A6-5662,-0.0932
BCL9,TCGA-A6-5662,0.517
BCL9L,TCGA-A6-5662,0.4367
BCORL1,TCGA-A6-5662,-0.0566
BIRC6,TCGA-A6-5662,-0.0846
BRAF,TCGA-A6-5662,0.4885
BRCA2,TCGA-A6-5662,0.133
CARD11,TCGA-A6-5662,1.5855
CDH10,TCGA-A6-5662,-0.6477
CDH4,TCGA-A6-5662,-0.363
CNTNAP2,TCGA-A6-5662,-1.1756
CREBBP,TCGA-A6-5662,0.4179
CSMD3,TCGA-A6-5662,-0.2096
CTNNA2,TCGA-A6-5662,-0.4808
DCC,TCGA-A6-5662,-1.7203
ERBB4,TCGA-A6-5662,-0.6493
FAM123B,TCGA-A6-5662,-1.1806
FAM47C,TCGA-A6-5662,-1.3237
FAT1,TCGA-A6-5662,-0.3824
FAT3,TCGA-A6-5662,0.1658
FAT4,TCGA-A6-5662,-0.2543
FBXW7,TCGA-A6-5662,-0.4763
GRIN2A,TCGA-A6-5662,-1.3662
KRAS,TCGA-A6-5662,0.3995
LRP1B,TCGA-A6-5662,0.6115
MLL3,TCGA-A6-5662,-0.8023
MLL4,TCGA-A6-5662,-0.2773
MUC16,TCGA-A6-5662,-0.8383
MYH11,TCGA-A6-5662,1.221
NBEA,TCGA-A6-5662,0.0952
PIK3CA,TCGA-A6-5662,0.7701
PREX2,TCGA-A6-5662,-0.1087
PTPN13,TCGA-A6-5662,1.2195
PTPRT,TCGA-A6-5662,-0.772
RNF213,TCGA-A6-5662,-0.628
RNF43,TCGA-A6-5662,0.9845
ROBO2,TCGA-A6-5662,-0.2449
ROS1,TCGA-A6-5662,-1.3388
SMAD4,TCGA-A6-5662,0.2522
TCF7L2,TCGA-A6-5662,-0.3579
TNC,TCGA-A6-5662,0.4086
TP53,TCGA-A6-5662,1.2237
TRRAP,TCGA-A6-5662,-0.5863
ZFHX3,TCGA-A6-5662,1.2168
ACVR2A,TCGA-A6-5664,0.0208
AKAP9,TCGA-A6-5664,0.614
ANK1,TCGA-A6-5664,0.7362
APC,TCGA-A6-5664,0.3452
ARID1A,TCGA-A6-5664,1.6662
ATM,TCGA-A6-5664,0.847
ATRX,TCGA-A6-5664,0.6399
BCL9,TCGA-A6-5664,1.6391
BCL9L,TCGA-A6-5664,0.7441
BCORL1,TCGA-A6-5664,0.0748
BIRC6,TCGA-A6-5664,1.1239
BRAF,TCGA-A6-5664,1.0099
BRCA2,TCGA-A6-5664,0.4545
CARD11,TCGA-A6-5664,1.1726
CDH10,TCGA-A6-5664,0.7127
CDH4,TCGA-A6-5664,-1.3192
CNTNAP2,TCGA-A6-5664,-0.5438
CREBBP,TCGA-A6-5664,0.8687
CSMD3,TCGA-A6-5664,0.449
CTNNA2,TCGA-A6-5664,1.3742
DCC,TCGA-A6-5664,1.7032
ERBB4,TCGA-A6-5664,-0.1417
FAM123B,TCGA-A6-5664,-0.2773
FAM47C,TCGA-A6-5664,-1.3237
FAT1,TCGA-A6-5664,0.8273
FAT3,TCGA-A6-5664,1.1099
FAT4,TCGA-A6-5664,1.4851
FBXW7,TCGA-A6-5664,1.2536
GRIN2A,TCGA-A6-5664,1.1271
KRAS,TCGA-A6-5664,0.6528
LRP1B,TCGA-A6-5664,-0.5878
MLL3,TCGA-A6-5664,0.6678
MLL4,TCGA-A6-5664,0.2325
MUC16,TCGA-A6-5664,-0.6362
MYH11,TCGA-A6-5664,1.6315
NBEA,TCGA-A6-5664,0.9819
PIK3CA,TCGA-A6-5664,0.5121
PREX2,TCGA-A6-5664,2.0128
PTPN13,TCGA-A6-5664,1.1916
PTPRT,TCGA-A6-5664,1.4507
RNF213,TCGA-A6-5664,-0.2301
RNF43,TCGA-A6-5664,0.133
ROBO2,TCGA-A6-5664,1.3479
ROS1,TCGA-A6-5664,-0.9898
SMAD4,TCGA-A6-5664,-0.2628
TCF7L2,TCGA-A6-5664,1.3675
TNC,TCGA-A6-5664,1.5008
TP53,TCGA-A6-5664,0.421
TRRAP,TCGA-A6-5664,0.6266
ZFHX3,TCGA-A6-5664,1.7396
ACVR2A,TCGA-A6-5665,1.2222
AKAP9,TCGA-A6-5665,-0.0422
ANK1,TCGA-A6-5665,-0.4875
APC,TCGA-A6-5665,0.3921
ARID1A,TCGA-A6-5665,-1.5136
ATM,TCGA-A6-5665,-1.055
ATRX,TCGA-A6-5665,-1.0878
BCL9,TCGA-A6-5665,-0.7918
BCL9L,TCGA-A6-5665,0.1758
BCORL1,TCGA-A6-5665,-0.155
BIRC6,TCGA-A6-5665,0.2821
BRAF,TCGA-A6-5665,-0.632
BRCA2,TCGA-A6-5665,-0.405
CARD11,TCGA-A6-5665,-0.6844
CDH10,TCGA-A6-5665,-1.5957
CDH4,TCGA-A6-5665,-0.3047
CNTNAP2,TCGA-A6-5665,0.8222
CREBBP,TCGA-A6-5665,-0.2247
CSMD3,TCGA-A6-5665,-1.1649
CTNNA2,TCGA-A6-5665,-1.0453
DCC,TCGA-A6-5665,-0.9614
ERBB4,TCGA-A6-5665,-1.258
FAM123B,TCGA-A6-5665,-0.7452
FAM47C,TCGA-A6-5665,-1.3237
FAT1,TCGA-A6-5665,-0.5378
FAT3,TCGA-A6-5665,-1.9396
FAT4,TCGA-A6-5665,-1.128
FBXW7,TCGA-A6-5665,0.9212
GRIN2A,TCGA-A6-5665,-1.3662
KRAS,TCGA-A6-5665,0.0368
LRP1B,TCGA-A6-5665,-1.1856
MLL3,TCGA-A6-5665,-1.1901
MLL4,TCGA-A6-5665,-1.1437
MUC16,TCGA-A6-5665,-0.6347
MYH11,TCGA-A6-5665,-1.622
NBEA,TCGA-A6-5665,0.9016
PIK3CA,TCGA-A6-5665,-0.1741
PREX2,TCGA-A6-5665,-2.1163
PTPN13,TCGA-A6-5665,-0.2909
PTPRT,TCGA-A6-5665,-1.3316
RNF213,TCGA-A6-5665,-1.2956
RNF43,TCGA-A6-5665,-2.1238
ROBO2,TCGA-A6-5665,-0.9318
ROS1,TCGA-A6-5665,-0.7362
SMAD4,TCGA-A6-5665,1.4671
TCF7L2,TCGA-A6-5665,1.1411
TNC,TCGA-A6-5665,-0.9045
TP53,TCGA-A6-5665,0.7775
TRRAP,TCGA-A6-5665,-0.8591
ZFHX3,TCGA-A6-5665,-0.4522
ACVR2A,TCGA-A6-5666,0.5096
AKAP9,TCGA-A6-5666,-0.4725
ANK1,TCGA-A6-5666,-1.4883
APC,TCGA-A6-5666,-1.8089
ARID1A,TCGA-A6-5666,-1.89
ATM,TCGA-A6-5666,0.2936
ATRX,TCGA-A6-5666,1.0667
BCL9,TCGA-A6-5666,-0.6719
BCL9L,TCGA-A6-5666,-1.2985
BCORL1,TCGA-A6-5666,0.0529
BIRC6,TCGA-A6-5666,0.9369
BRAF,TCGA-A6-5666,1.3044
BRCA2,TCGA-A6-5666,0.5164
CARD11,TCGA-A6-5666,1.4838
CDH10,TCGA-A6-5666,-1.5957
CDH4,TCGA-A6-5666,-1.3192
CNTNAP2,TCGA-A6-5666,-2.7262
CREBBP,TCGA-A6-5666,-1.3496
CSMD3,TCGA-A6-5666,-1.1649
CTNNA2,TCGA-A6-5666,-0.1486
DCC,TCGA-A6-5666,0.4718
ERBB4,TCGA-A6-5666,-1.258
FAM123B,TCGA-A6-5666,0.5788
FAM47C,TCGA-A6-5666,-1.3237
FAT1,TCGA-A6-5666,0.0084
FAT3,TCGA-A6-5666,-1.0322
FAT4,TCGA-A6-5666,-2.1866
FBXW7,TCGA-A6-5666,-0.7331
GRIN2A,TCGA-A6-5666,-1.3662
KRAS,TCGA-A6-5666,0.6193
LRP1B,TCGA-A6-5666,-1.1856
MLL3,TCGA-A6-5666,-0.8807
MLL4,TCGA-A6-5666,-1.4158
MUC16,TCGA-A6-5666,-0.4556
MYH11,TCGA-A6-5666,-1.4119
NBEA,TCGA-A6-5666,0.009
PIK3CA,TCGA-A6-5666,0.2745
PREX2,TCGA-A6-5666,-0.4446
PTPN13,TCGA-A6-5666,-2.1935
PTPRT,TCGA-A6-5666,-0.9343
RNF213,TCGA-A6-5666,-0.7003
RNF43,TCGA-A6-5666,1.3646
ROBO2,TCGA-A6-5666,-2.4355
ROS1,TCGA-A6-5666,-0.9639
SMAD4,TCGA-A6-5666,-0.3689
TCF7L2,TCGA-A6-5666,-0.125
TNC,TCGA-A6-5666,-2.0528
TP53,TCGA-A6-5666,-0.1793
TRRAP,TCGA-A6-5666,-1.1512
ZFHX3,TCGA-A6-5666,-3.1957
ACVR2A,TCGA-A6-5667,0.9914
AKAP9,TCGA-A6-5667,1.2693
ANK1,TCGA-A6-5667,-0.2943
APC,TCGA-A6-5667,0.6308
ARID1A,TCGA-A6-5667,-0.1425
ATM,TCGA-A6-5667,0.2869
ATRX,TCGA-A6-5667,0.775
BCL9,TCGA-A6-5667,0.2974
BCL9L,TCGA-A6-5667,0.5842
BCORL1,TCGA-A6-5667,1.1676
BIRC6,TCGA-A6-5667,0.8587
BRAF,TCGA-A6-5667,0.8221
BRCA2,TCGA-A6-5667,0.3464
CARD11,TCGA-A6-5667,-1.5246
CDH10,TCGA-A6-5667,-1.5957
CDH4,TCGA-A6-5667,-1.3192
CNTNAP2,TCGA-A6-5667,0.8739
CREBBP,TCGA-A6-5667,1.1299
CSMD3,TCGA-A6-5667,-1.1649
CTNNA2,TCGA-A6-5667,-0.1068
DCC,TCGA-A6-5667,-1.0229
ERBB4,TCGA-A6-5667,0.1308
FAM123B,TCGA-A6-5667,1.3868
FAM47C,TCGA-A6-5667,-1.3237
FAT1,TCGA-A6-5667,-0.1272
FAT3,TCGA-A6-5667,-0.0798
FAT4,TCGA-A6-5667,0.671
FBXW7,TCGA-A6-5667,-0.3897
GRIN2A,TCGA-A6-5667,0.6781
KRAS,TCGA-A6-5667,-0.4069
LRP1B,TCGA-A6-5667,0.0945
MLL3,TCGA-A6-5667,0.3986
MLL4,TCGA-A6-5667,0.46
MUC16,TCGA-A6-5667,-1.0807
MYH11,TCGA-A6-5667,2.0601
NBEA,TCGA-A6-5667,0.8754
PIK3CA,TCGA-A6-5667,0.9389
PREX2,TCGA-A6-5667,0.4981
PTPN13,TCGA-A6-5667,-1.2005
PTPRT,TCGA-A6-5667,0.6823
RNF213,TCGA-A6-5667,0.2628
RNF43,TCGA-A6-5667,0.4227
ROBO2,TCGA-A6-5667,0.1137
ROS1,TCGA-A6-5667,0.3673
SMAD4,TCGA-A6-5667,-0.2533
TCF7L2,TCGA-A6-5667,-0.3554
TNC,TCGA-A6-5667,0.5702
TP53,TCGA-A6-5667,0.6199
TRRAP,TCGA-A6-5667,1.2511
ZFHX3,TCGA-A6-5667,1.0674
ACVR2A,TCGA-A6-6137,0.5017
AKAP9,TCGA-A6-6137,0.2274
ANK1,TCGA-A6-6137,-0.6039
APC,TCGA-A6-6137,-0.0169
ARID1A,TCGA-A6-6137,1.0656
ATM,TCGA-A6-6137,0.4706
ATRX,TCGA-A6-6137,0.8383
BCL9,TCGA-A6-6137,0.6995
BCL9L,TCGA-A6-6137,0.3433
BCORL1,TCGA-A6-6137,0.8572
BIRC6,TCGA-A6-6137,0.4282
BRAF,TCGA-A6-6137,1.0825
BRCA2,TCGA-A6-6137,-0.447
CARD11,TCGA-A6-6137,-0.1234
CDH10,TCGA-A6-6137,-1.5957
CDH4,TCGA-A6-6137,-1.3192
CNTNAP2,TCGA-A6-6137,0.2818
CREBBP,TCGA-A6-6137,1.0951
CSMD3,TCGA-A6-6137,-0.5837
CTNNA2,TCGA-A6-6137,0.2825
DCC,TCGA-A6-6137,-0.4302
ERBB4,TCGA-A6-6137,-1.258
FAM123B,TCGA-A6-6137,1.2014
FAM47C,TCGA-A6-6137,-1.3237
FAT1,TCGA-A6-6137,0.7542
FAT3,TCGA-A6-6137,0.3664
FAT4,TCGA-A6-6137,0.5591
FBXW7,TCGA-A6-6137,0.4314
GRIN2A,TCGA-A6-6137,0.4141
KRAS,TCGA-A6-6137,0.2296
LRP1B,TCGA-A6-6137,-0.5937
MLL3,TCGA-A6-6137,0.5417
MLL4,TCGA-A6-6137,0.5877
MUC16,TCGA-A6-6137,-0.6401
MYH11,TCGA-A6-6137,-0.0933
NBEA,TCGA-A6-6137,0.6374
PIK3CA,TCGA-A6-6137,0.9747
PREX2,TCGA-A6-6137,0.8186
PTPN13,TCGA-A6-6137,-0.5205
