submitter_id,genes,values
TCGA-DC-6158,APC,1
TCGA-F4-6854,APC,0
TCGA-DC-5337,APC,1
TCGA-AA-3561,APC,0
TCGA-AA-A00O,APC,1
TCGA-DM-A28F,APC,1
TCGA-AA-3866,APC,1
TCGA-AF-3913,APC,1
TCGA-AA-3524,APC,0
TCGA-AG-3578,APC,0
TCGA-AA-3877,APC,0
TCGA-AA-3986,APC,0
TCGA-AA-3862,APC,1
TCGA-AG-3894,APC,1
TCGA-NH-A6GC,APC,1
TCGA-AA-A010,APC,1
TCGA-A6-2675,APC,1
TCGA-AA-A00D,APC,0
TCGA-AA-A00U,APC,0
TCGA-EI-6510,APC,1
TCGA-AA-3519,APC,0
TCGA-AG-A015,APC,0
TCGA-G5-6641,APC,1
TCGA-AA-3848,APC,1
TCGA-D5-6922,APC,1
TCGA-EF-5830,APC,1
TCGA-AA-3856,APC,1
TCGA-AG-A032,APC,1
TCGA-G4-6323,APC,1
TCGA-F4-6703,APC,0
TCGA-AA-A01V,APC,1
TCGA-EI-6917,APC,1
TCGA-AA-A00K,APC,0
TCGA-D5-5538,APC,1
TCGA-A6-5660,APC,1
TCGA-AA-3821,APC,0
TCGA-A6-6651,APC,0
TCGA-AG-3574,APC,0
TCGA-AD-5900,APC,1
TCGA-A6-2679,APC,1
TCGA-AA-3837,APC,1
TCGA-AG-3593,APC,0
TCGA-AA-A00A,APC,0
TCGA-AH-6549,APC,1
TCGA-AA-A02K,APC,1
TCGA-AA-3971,APC,1
TCGA-AG-A01N,APC,1
TCGA-5M-AAT4,APC,1
TCGA-AA-A00E,APC,0
TCGA-AA-3562,APC,0
TCGA-AG-3592,APC,1
TCGA-D5-6932,APC,1
TCGA-AA-A01F,APC,0
TCGA-AG-4015,APC,1
TCGA-AA-A01P,APC,0
TCGA-AD-6888,APC,1
TCGA-DM-A288,APC,1
TCGA-G4-6310,APC,1
TCGA-AY-5543,APC,1
TCGA-AA-3976,APC,1
TCGA-AG-3612,APC,0
TCGA-CI-6621,APC,1
TCGA-AG-3901,APC,1
TCGA-AA-3495,APC,1
TCGA-D5-5539,APC,1
TCGA-DC-6683,APC,1
TCGA-CA-5256,APC,1
TCGA-AG-A02G,APC,1
TCGA-AG-3600,APC,0
TCGA-AF-3911,APC,1
TCGA-AH-6897,APC,1
TCGA-G4-6627,APC,1
TCGA-AA-3819,APC,0
TCGA-A6-2686,APC,1
TCGA-AG-A020,APC,1
TCGA-AA-3833,APC,0
TCGA-AA-3530,APC,1
TCGA-AA-3851,APC,1
TCGA-DM-A1D0,APC,1
TCGA-F4-6855,APC,1
TCGA-NH-A8F8,APC,1
TCGA-AH-6903,APC,1
TCGA-AZ-4313,APC,1
TCGA-DY-A1DC,APC,1
TCGA-AA-3872,APC,1
TCGA-AA-3850,APC,1
TCGA-A6-6140,APC,0
TCGA-AG-3726,APC,1
TCGA-CM-5349,APC,1
TCGA-G4-6299,APC,0
TCGA-AA-3695,APC,1
TCGA-EI-6512,APC,1
TCGA-A6-5666,APC,1
TCGA-DC-6156,APC,0
TCGA-G4-6303,APC,1
TCGA-AA-3552,APC,0
TCGA-CA-6717,APC,1
TCGA-DC-6682,APC,1
TCGA-AA-3527,APC,0
TCGA-AM-5820,APC,0
TCGA-CA-5254,APC,0
TCGA-G4-6293,APC,1
TCGA-D5-6898,APC,1
TCGA-AA-3506,APC,1
TCGA-D5-6930,APC,0
TCGA-A6-5667,APC,1
TCGA-F4-6461,APC,1
TCGA-AG-3599,APC,0
TCGA-F4-6460,APC,1
TCGA-AA-A03F,APC,1
TCGA-EI-7002,APC,1
TCGA-AA-3712,APC,1
TCGA-DC-6160,APC,1
TCGA-G4-6628,APC,0
TCGA-AY-6196,APC,0
TCGA-AA-3688,APC,1
TCGA-G5-6572,APC,1
TCGA-AA-3560,APC,0
TCGA-CM-5341,APC,1
TCGA-CK-4951,APC,0
TCGA-AA-3548,APC,0
TCGA-AA-A01X,APC,1
TCGA-AF-2693,APC,1
TCGA-QG-A5YX,APC,0
TCGA-G4-6306,APC,1
TCGA-AG-3581,APC,0
TCGA-AY-4071,APC,1
TCGA-EI-6885,APC,1
TCGA-AA-3655,APC,1
TCGA-AG-A026,APC,1
TCGA-D5-5540,APC,1
TCGA-A6-6137,APC,1
TCGA-AU-6004,APC,0
TCGA-AZ-4614,APC,0
TCGA-AA-3693,APC,1
TCGA-AF-2689,APC,0
TCGA-DC-6154,APC,1
TCGA-AA-3977,APC,1
TCGA-CM-6161,APC,0
TCGA-F5-6864,APC,1
TCGA-AA-A02E,APC,1
TCGA-AA-3510,APC,1
TCGA-AY-6386,APC,1
TCGA-AF-2690,APC,1
TCGA-AA-3555,APC,0
TCGA-F5-6810,APC,1
TCGA-CK-5913,APC,0
TCGA-AA-A00L,APC,0
TCGA-AA-3980,APC,1
TCGA-CK-5916,APC,0
TCGA-CI-6624,APC,1
TCGA-D5-6541,APC,0
TCGA-A6-6649,APC,0
TCGA-AA-3869,APC,1
TCGA-A6-2678,APC,0
TCGA-D5-6926,APC,1
TCGA-G4-6626,APC,1
TCGA-EI-6881,APC,1
TCGA-CI-6619,APC,1
TCGA-AG-A023,APC,1
TCGA-AG-A011,APC,0
TCGA-AZ-4308,APC,1
TCGA-CA-5797,APC,1
TCGA-DM-A28K,APC,1
TCGA-DC-6681,APC,1
TCGA-A6-6782,APC,1
TCGA-DT-5265,APC,0
TCGA-AF-3914,APC,0
TCGA-AA-3531,APC,0
TCGA-EI-6514,APC,1
TCGA-CM-6172,APC,1
TCGA-CM-6676,APC,1
TCGA-AA-3675,APC,1
TCGA-G4-6294,APC,1
TCGA-AA-3858,APC,1
TCGA-AA-3812,APC,1
TCGA-EI-6883,APC,1
TCGA-AD-6963,APC,1
TCGA-A6-A5ZU,APC,1
TCGA-NH-A50T,APC,1
TCGA-A6-2684,APC,1
TCGA-F4-6808,APC,1
TCGA-CM-5868,APC,1
TCGA-A6-6138,APC,1
TCGA-AA-A01Q,APC,0
TCGA-A6-5661,APC,0
TCGA-A6-5665,APC,0
TCGA-EF-5831,APC,0
TCGA-AD-6895,APC,0
TCGA-AA-3844,APC,0
TCGA-A6-3808,APC,1
TCGA-A6-3807,APC,1
TCGA-5M-AAT5,APC,1
TCGA-AG-A014,APC,1
TCGA-NH-A6GA,APC,1
TCGA-CK-4952,APC,1
TCGA-AA-3875,APC,0
TCGA-DY-A1DE,APC,0
TCGA-CM-6674,APC,1
TCGA-CA-5255,APC,0
TCGA-A6-2671,APC,1
TCGA-G4-6304,APC,1
TCGA-G4-6307,APC,1
TCGA-DM-A1HA,APC,1
TCGA-AZ-6603,APC,1
TCGA-AA-A00J,APC,0
TCGA-CM-4747,APC,0
TCGA-AA-3713,APC,1
TCGA-CK-5914,APC,1
TCGA-A6-2674,APC,0
TCGA-A6-6141,APC,0
TCGA-AG-3580,APC,0
TCGA-AA-3982,APC,1
TCGA-AG-3898,APC,1
TCGA-AG-3583,APC,0
TCGA-CM-5864,APC,1
TCGA-AF-6136,APC,0
TCGA-AA-3955,APC,1
TCGA-AF-5654,APC,1
TCGA-D5-6931,APC,1
TCGA-CK-4948,APC,1
TCGA-AA-3861,APC,1
TCGA-AG-3575,APC,0
TCGA-AD-6964,APC,0
TCGA-G4-6625,APC,1
TCGA-AF-4110,APC,1
TCGA-AA-3520,APC,0
TCGA-RU-A8FL,APC,1
TCGA-AM-5821,APC,1
TCGA-AG-3999,APC,1
TCGA-AA-A00F,APC,0
TCGA-AD-A5EJ,APC,0
TCGA-AF-6672,APC,0
TCGA-G4-6297,APC,1
TCGA-AA-3673,APC,1
TCGA-AA-A00Q,APC,0
TCGA-DC-6157,APC,1
TCGA-AA-3496,APC,0
TCGA-DC-4745,APC,1
TCGA-NH-A8F7,APC,1
TCGA-D5-6929,APC,1
TCGA-F4-6856,APC,0
TCGA-AZ-6607,APC,0
TCGA-A6-6648,APC,1
TCGA-EI-6509,APC,1
TCGA-AA-3947,APC,1
TCGA-CA-5796,APC,0
TCGA-A6-2670,APC,0
TCGA-DM-A280,APC,1
TCGA-AA-3494,APC,1
TCGA-A6-6653,APC,0
TCGA-AA-A02H,APC,1
TCGA-CM-6164,APC,1
TCGA-AY-4070,APC,0
TCGA-AG-3598,APC,0
TCGA-A6-6650,APC,1
TCGA-AG-4021,APC,0
TCGA-AA-3488,APC,0
TCGA-AA-A01G,APC,0
TCGA-AA-A02O,APC,1
TCGA-AZ-4681,APC,1
TCGA-AA-3852,APC,1
TCGA-G4-6302,APC,0
TCGA-AF-2692,APC,0
TCGA-AG-3731,APC,1
TCGA-AG-4008,APC,0
TCGA-F5-6863,APC,1
TCGA-AA-3970,APC,0
TCGA-AA-A02W,APC,1
TCGA-AA-A02J,APC,1
TCGA-CK-4947,APC,1
TCGA-AG-A01W,APC,1
TCGA-A6-A56B,APC,1
TCGA-AA-3994,APC,1
TCGA-CK-6747,APC,1
TCGA-G4-6586,APC,1
TCGA-CM-6168,APC,1
TCGA-DM-A0X9,APC,1
TCGA-AA-A02R,APC,0
TCGA-AG-3909,APC,1
TCGA-CM-6679,APC,1
TCGA-A6-2682,APC,1
TCGA-F5-6861,APC,1
TCGA-A6-A566,APC,1
TCGA-CA-6715,APC,1
TCGA-G4-6311,APC,1
TCGA-CL-5917,APC,1
TCGA-AA-A022,APC,0
TCGA-AA-3854,APC,1
TCGA-CK-6751,APC,1
TCGA-AZ-6601,APC,1
TCGA-AA-3956,APC,1
TCGA-A6-2681,APC,1
TCGA-AA-3841,APC,1
TCGA-CM-4752,APC,1
TCGA-WS-AB45,APC,1
TCGA-AA-3842,APC,0
TCGA-AA-A01C,APC,1
TCGA-AA-3509,APC,1
TCGA-AF-A56N,APC,1
TCGA-DY-A1DD,APC,1
TCGA-AA-3939,APC,1
TCGA-T9-A92H,APC,0
TCGA-AG-3609,APC,0
TCGA-A6-6654,APC,1
TCGA-AA-3930,APC,1
TCGA-AF-2691,APC,0
TCGA-AA-3941,APC,0
TCGA-AH-6544,APC,1
TCGA-AA-3502,APC,1
TCGA-AG-A01L,APC,1
TCGA-AZ-6605,APC,1
TCGA-DM-A1D4,APC,1
TCGA-QG-A5Z2,APC,1
TCGA-AA-A01S,APC,1
TCGA-AG-3728,APC,1
TCGA-A6-A567,APC,1
TCGA-F5-6571,APC,1
TCGA-AZ-5403,APC,0
TCGA-DM-A28E,APC,1
TCGA-AA-3492,APC,0
TCGA-A6-3809,APC,1
TCGA-AG-4005,APC,1
TCGA-AA-3967,APC,1
TCGA-AA-A01I,APC,1
TCGA-A6-6780,APC,0
TCGA-AA-3526,APC,0
TCGA-A6-2676,APC,0
TCGA-DY-A1DG,APC,1
TCGA-CK-6748,APC,1
TCGA-AG-A02N,APC,1
TCGA-F5-6464,APC,1
TCGA-CM-6163,APC,1
TCGA-DM-A1HB,APC,0
TCGA-AG-3887,APC,1
TCGA-SS-A7HO,APC,1
TCGA-AG-4007,APC,1
TCGA-CM-6169,APC,1
TCGA-F5-6814,APC,1
TCGA-AG-4022,APC,1
TCGA-AA-3543,APC,0
TCGA-4N-A93T,APC,0
TCGA-DM-A1D8,APC,1
TCGA-AG-3882,APC,1
TCGA-G4-6588,APC,0
TCGA-F4-6807,APC,0
TCGA-AA-A029,APC,1
TCGA-AA-3972,APC,1
TCGA-AA-3511,APC,1
TCGA-D5-5541,APC,1
TCGA-AD-6889,APC,0
TCGA-CA-6716,APC,0
TCGA-A6-4105,APC,1
TCGA-A6-5662,APC,1
TCGA-A6-6652,APC,1
TCGA-CM-5860,APC,1
TCGA-CM-5861,APC,1
TCGA-AA-A01R,APC,1
TCGA-A6-5659,APC,1
TCGA-DM-A285,APC,1
TCGA-F5-6813,APC,1
TCGA-AG-3896,APC,1
TCGA-DM-A28A,APC,1
TCGA-D5-6529,APC,0
TCGA-QG-A5Z1,APC,1
TCGA-AG-A016,APC,1
TCGA-CA-6719,APC,0
TCGA-NH-A50U,APC,1
TCGA-AG-A025,APC,1
TCGA-CM-6170,APC,1
TCGA-AA-3542,APC,0
TCGA-DY-A0XA,APC,1
TCGA-AG-A00H,APC,1
TCGA-QG-A5YW,APC,0
TCGA-F4-6459,APC,1
TCGA-AA-3664,APC,0
TCGA-D5-6538,APC,1
TCGA-D5-6535,APC,1
TCGA-AG-A01J,APC,1
TCGA-CM-5862,APC,0
TCGA-AG-3591,APC,1
TCGA-CL-4957,APC,1
TCGA-AG-A02X,APC,1
TCGA-AA-A02Y,APC,0
TCGA-BM-6198,APC,0
TCGA-AF-3912,APC,0
TCGA-AA-3666,APC,1
TCGA-5M-AATE,APC,1
TCGA-AA-3558,APC,0
TCGA-DM-A0XD,APC,1
TCGA-4T-AA8H,APC,1
TCGA-CK-6746,APC,0
TCGA-AA-A01K,APC,1
TCGA-AG-3605,APC,0
TCGA-D5-6927,APC,0
TCGA-AG-3732,APC,0
TCGA-CM-6677,APC,1
TCGA-EI-6513,APC,1
TCGA-AZ-6598,APC,0
TCGA-AG-3586,APC,0
TCGA-AG-A01Y,APC,1
TCGA-3L-AA1B,APC,1
TCGA-AA-3975,APC,1
TCGA-5M-AATA,APC,1
TCGA-AA-3532,APC,0
TCGA-AA-3696,APC,1
TCGA-G4-6298,APC,1
TCGA-AA-3681,APC,1
TCGA-G4-6314,APC,1
TCGA-D5-6532,APC,1
TCGA-AA-3860,APC,1
TCGA-CI-6623,APC,1
TCGA-AY-A69D,APC,1
TCGA-AA-3521,APC,0
TCGA-AG-3893,APC,1
TCGA-D5-5537,APC,1
TCGA-DM-A28H,APC,1
TCGA-CM-6166,APC,1
TCGA-AZ-6600,APC,1
TCGA-AA-A017,APC,1
TCGA-AA-3979,APC,1
TCGA-AA-A00Z,APC,0
TCGA-A6-4107,APC,0
TCGA-D5-6540,APC,1
TCGA-AA-3525,APC,0
TCGA-AA-3815,APC,1
TCGA-DY-A1DF,APC,1
TCGA-CI-6620,APC,1
TCGA-EI-6884,APC,1
TCGA-AG-3584,APC,0
TCGA-EI-7004,APC,0
TCGA-D5-6923,APC,0
TCGA-G4-6322,APC,1
TCGA-AA-3855,APC,1
TCGA-A6-6781,APC,1
TCGA-A6-2672,APC,0
TCGA-CM-5344,APC,1
TCGA-AG-3881,APC,1
TCGA-AG-3883,APC,1
TCGA-AZ-5407,APC,1
TCGA-A6-3810,APC,1
TCGA-AD-6901,APC,1
TCGA-DM-A0XF,APC,1
TCGA-CM-5348,APC,0
TCGA-AA-3489,APC,1
TCGA-AA-3554,APC,0
TCGA-AG-3601,APC,0
TCGA-F4-6806,APC,1
TCGA-AA-3845,APC,0
TCGA-AA-3966,APC,0
TCGA-EI-6506,APC,1
TCGA-AA-3692,APC,1
TCGA-AA-3831,APC,0
TCGA-AG-3902,APC,1
TCGA-AH-6643,APC,1
TCGA-CI-6622,APC,1
TCGA-AF-A56K,APC,1
TCGA-D5-6924,APC,1
TCGA-AA-3870,APC,1
TCGA-DC-4749,APC,1
TCGA-AZ-4615,APC,0
TCGA-AA-3529,APC,0
TCGA-CK-5912,APC,1
TCGA-CM-4746,APC,1
TCGA-AD-6548,APC,1
TCGA-AA-3952,APC,1
TCGA-AA-3663,APC,0
TCGA-DY-A1H8,APC,1
TCGA-CK-4950,APC,1
TCGA-G5-6235,APC,1
TCGA-AG-3608,APC,0
TCGA-EI-6507,APC,0
TCGA-AA-3672,APC,0
TCGA-DM-A28M,APC,1
TCGA-AA-3517,APC,0
TCGA-AA-3538,APC,0
TCGA-AZ-4323,APC,0
TCGA-AA-3518,APC,0
TCGA-AA-3678,APC,1
TCGA-CK-5915,APC,1
TCGA-AG-3602,APC,0
TCGA-F4-6704,APC,0
TCGA-AY-A8YK,APC,1
TCGA-AH-6547,APC,0
TCGA-CM-4750,APC,0
TCGA-A6-6142,APC,1
TCGA-AG-A00Y,APC,1
TCGA-AA-3864,APC,1
TCGA-QG-A5YV,APC,1
TCGA-AZ-6606,APC,1
TCGA-CM-4743,APC,0
TCGA-AD-6965,APC,1
TCGA-AF-A56L,APC,1
TCGA-AG-3587,APC,0
TCGA-AA-A01Z,APC,1
TCGA-AA-A00R,APC,0
TCGA-G4-6315,APC,1
TCGA-AG-3594,APC,0
TCGA-AA-3968,APC,1
TCGA-AZ-4684,APC,1
TCGA-AG-A002,APC,1
TCGA-AF-3400,APC,0
TCGA-AA-3949,APC,0
TCGA-F4-6463,APC,1
TCGA-CM-4744,APC,1
TCGA-CM-5863,APC,1
TCGA-NH-A5IV,APC,1
TCGA-F5-6811,APC,1
TCGA-AA-3950,APC,1
TCGA-DC-5869,APC,1
TCGA-CM-4748,APC,0
TCGA-5M-AAT6,APC,1
TCGA-AF-6655,APC,1
TCGA-G4-6317,APC,1
TCGA-EI-6511,APC,0
TCGA-AA-3679,APC,1
TCGA-AA-3553,APC,0
TCGA-D5-6534,APC,0
TCGA-AA-A004,APC,0
TCGA-F4-6569,APC,1
TCGA-NH-A50V,APC,0
TCGA-CM-6167,APC,1
TCGA-AG-3891,APC,1
TCGA-AY-A71X,APC,1
TCGA-AA-A024,APC,1
TCGA-AA-3989,APC,0
TCGA-QL-A97D,APC,1
TCGA-D5-7000,APC,1
TCGA-AG-4009,APC,0
TCGA-AA-3667,APC,1
TCGA-AA-3867,APC,0
TCGA-CM-6678,APC,1
TCGA-DM-A1DB,APC,1
TCGA-AA-3684,APC,1
TCGA-AA-3522,APC,0
TCGA-F5-6465,APC,1
TCGA-AA-3811,APC,1
TCGA-AG-4001,APC,1
TCGA-EI-6508,APC,1
TCGA-AY-A54L,APC,1
TCGA-AH-6644,APC,1
TCGA-A6-2677,APC,1
TCGA-AA-3516,APC,0
TCGA-AA-3662,APC,1
TCGA-G4-6320,APC,1
TCGA-AG-3582,APC,0
TCGA-AA-3984,APC,1
TCGA-A6-5657,APC,1
TCGA-D5-6920,APC,1
TCGA-AA-3685,APC,1
TCGA-AA-A02F,APC,1
TCGA-A6-A565,APC,0
TCGA-AA-3697,APC,1
TCGA-AA-3514,APC,0
TCGA-AZ-4315,APC,1
TCGA-AG-3892,APC,1
TCGA-AA-3534,APC,0
TCGA-CA-6718,APC,1
TCGA-G4-6295,APC,1
TCGA-AG-3890,APC,1
TCGA-AA-A01D,APC,0
TCGA-AA-3715,APC,1
TCGA-EI-6882,APC,1
TCGA-NH-A6GB,APC,1
TCGA-DM-A1D9,APC,1
TCGA-CM-4751,APC,0
TCGA-AA-A00N,APC,1
TCGA-G4-6309,APC,1
TCGA-D5-6531,APC,1
TCGA-AZ-4682,APC,1
TCGA-A6-2685,APC,0
TCGA-F5-6812,APC,1
TCGA-AG-3885,APC,1
TCGA-AG-3727,APC,1
TCGA-AA-A03J,APC,1
TCGA-AA-3549,APC,0
TCGA-AZ-4616,APC,1
TCGA-AG-A008,APC,0
TCGA-DM-A282,APC,1
TCGA-F4-6805,APC,0
TCGA-F4-6809,APC,1
TCGA-G4-6321,APC,0
TCGA-AA-3544,APC,0
TCGA-D5-6536,APC,1
TCGA-AA-3973,APC,1
TCGA-AD-6890,APC,1
TCGA-AD-A5EK,APC,1
TCGA-AD-6899,APC,1
TCGA-DM-A1D6,APC,1
TCGA-A6-5656,APC,1
TCGA-DC-6155,APC,0
TCGA-D5-6537,APC,1
TCGA-AG-3906,APC,1
TCGA-CM-6162,APC,0
TCGA-F4-6570,APC,0
TCGA-D5-6928,APC,0
TCGA-CM-6171,APC,0
TCGA-D5-6539,APC,0
TCGA-F5-6702,APC,1
TCGA-AZ-6608,APC,1
TCGA-AG-A036,APC,1
TCGA-AA-3846,APC,1
TCGA-AA-3814,APC,1
TCGA-AA-3680,APC,1
TCGA-CL-5918,APC,1
TCGA-DM-A1DA,APC,1
TCGA-CM-6165,APC,1
TCGA-AA-3710,APC,0
TCGA-AY-6197,APC,1
TCGA-DM-A28C,APC,1
TCGA-AA-A01T,APC,1
TCGA-A6-5664,APC,1
TCGA-D5-6530,APC,0
TCGA-AF-2687,APC,0
TCGA-AA-3660,APC,1
TCGA-D5-6533,APC,1
TCGA-AA-A00W,APC,0
TCGA-DM-A1D7,APC,1
TCGA-A6-2683,APC,0
TCGA-AU-3779,APC,1
TCGA-AG-3611,APC,0
TCGA-CM-6680,APC,1
TCGA-AZ-6599,APC,1
TCGA-AG-3742,APC,1
TCGA-CM-6675,APC,0
TCGA-AA-3556,APC,0
TCGA-AG-3725,APC,1
TCGA-AG-3878,APC,1
TCGA-AA-3818,APC,1
TCGA-AG-A00C,APC,1
TCGA-A6-2680,APC,1
TCGA-G5-6233,APC,0
TCGA-DM-A28G,APC,0
TCGA-DC-6158,TP53,1
TCGA-F4-6854,TP53,1
TCGA-DC-5337,TP53,0
TCGA-AA-3561,TP53,0
TCGA-AA-A00O,TP53,1
TCGA-DM-A28F,TP53,1
TCGA-AA-3866,TP53,1
TCGA-AF-3913,TP53,1
TCGA-AA-3524,TP53,0
TCGA-AG-3578,TP53,0
TCGA-AA-3877,TP53,1
TCGA-AA-3986,TP53,0
TCGA-AA-3862,TP53,1
TCGA-AG-3894,TP53,0
TCGA-NH-A6GC,TP53,1
TCGA-AA-A010,TP53,1
TCGA-A6-2675,TP53,1
TCGA-AA-A00D,TP53,0
TCGA-AA-A00U,TP53,0
TCGA-EI-6510,TP53,1
TCGA-AA-3519,TP53,0
TCGA-AG-A015,TP53,0
TCGA-G5-6641,TP53,0
TCGA-AA-3848,TP53,1
TCGA-D5-6922,TP53,1
TCGA-EF-5830,TP53,1
TCGA-AA-3856,TP53,1
TCGA-AG-A032,TP53,1
TCGA-G4-6323,TP53,0
TCGA-F4-6703,TP53,0
TCGA-AA-A01V,TP53,0
TCGA-EI-6917,TP53,1
TCGA-AA-A00K,TP53,0
TCGA-D5-5538,TP53,1
TCGA-A6-5660,TP53,1
TCGA-AA-3821,TP53,0
TCGA-A6-6651,TP53,1
TCGA-AG-3574,TP53,0
TCGA-AD-5900,TP53,0
TCGA-A6-2679,TP53,1
TCGA-AA-3837,TP53,0
TCGA-AG-3593,TP53,0
TCGA-AA-A00A,TP53,0
TCGA-AH-6549,TP53,1
TCGA-AA-A02K,TP53,1
TCGA-AA-3971,TP53,1
TCGA-AG-A01N,TP53,1
TCGA-5M-AAT4,TP53,1
TCGA-AA-A00E,TP53,0
TCGA-AA-3562,TP53,0
TCGA-AG-3592,TP53,1
TCGA-D5-6932,TP53,1
TCGA-AA-A01F,TP53,0
TCGA-AG-4015,TP53,1
TCGA-AA-A01P,TP53,0
TCGA-AD-6888,TP53,1
TCGA-DM-A288,TP53,1
TCGA-G4-6310,TP53,1
TCGA-AY-5543,TP53,1
TCGA-AA-3976,TP53,1
TCGA-AG-3612,TP53,0
TCGA-CI-6621,TP53,1
TCGA-AG-3901,TP53,0
TCGA-AA-3495,TP53,1
TCGA-D5-5539,TP53,0
TCGA-DC-6683,TP53,1
TCGA-CA-5256,TP53,0
TCGA-AG-A02G,TP53,1
TCGA-AG-3600,TP53,0
TCGA-AF-3911,TP53,1
TCGA-AH-6897,TP53,1
TCGA-G4-6627,TP53,0
TCGA-AA-3819,TP53,0
TCGA-A6-2686,TP53,1
TCGA-AG-A020,TP53,1
TCGA-AA-3833,TP53,0
TCGA-AA-3530,TP53,0
TCGA-AA-3851,TP53,1
TCGA-DM-A1D0,TP53,1
TCGA-F4-6855,TP53,0
TCGA-NH-A8F8,TP53,1
TCGA-AH-6903,TP53,0
TCGA-AZ-4313,TP53,0
TCGA-DY-A1DC,TP53,1
TCGA-AA-3872,TP53,1
TCGA-AA-3850,TP53,0
TCGA-A6-6140,TP53,0
TCGA-AG-3726,TP53,1
TCGA-CM-5349,TP53,0
TCGA-G4-6299,TP53,1
TCGA-AA-3695,TP53,0
TCGA-EI-6512,TP53,1
TCGA-A6-5666,TP53,0
TCGA-DC-6156,TP53,0
TCGA-G4-6303,TP53,1
TCGA-AA-3552,TP53,0
TCGA-CA-6717,TP53,0
TCGA-DC-6682,TP53,1
TCGA-AA-3527,TP53,0
TCGA-AM-5820,TP53,0
TCGA-CA-5254,TP53,0
TCGA-G4-6293,TP53,0
TCGA-D5-6898,TP53,1
TCGA-AA-3506,TP53,0
TCGA-D5-6930,TP53,0
TCGA-A6-5667,TP53,1
TCGA-F4-6461,TP53,0
TCGA-AG-3599,TP53,0
TCGA-F4-6460,TP53,1
TCGA-AA-A03F,TP53,0
TCGA-EI-7002,TP53,1
TCGA-AA-3712,TP53,1
TCGA-DC-6160,TP53,1
TCGA-G4-6628,TP53,0
TCGA-AY-6196,TP53,1
TCGA-AA-3688,TP53,1
TCGA-G5-6572,TP53,0
TCGA-AA-3560,TP53,0
TCGA-CM-5341,TP53,1
TCGA-CK-4951,TP53,0
TCGA-AA-3548,TP53,0
TCGA-AA-A01X,TP53,0
TCGA-AF-2693,TP53,1
TCGA-QG-A5YX,TP53,1
TCGA-G4-6306,TP53,1
TCGA-AG-3581,TP53,0
TCGA-AY-4071,TP53,1
TCGA-EI-6885,TP53,1
TCGA-AA-3655,TP53,1
TCGA-AG-A026,TP53,1
TCGA-D5-5540,TP53,1
TCGA-A6-6137,TP53,1
TCGA-AU-6004,TP53,0
TCGA-AZ-4614,TP53,1
TCGA-AA-3693,TP53,1
TCGA-AF-2689,TP53,0
TCGA-DC-6154,TP53,1
TCGA-AA-3977,TP53,1
TCGA-CM-6161,TP53,0
TCGA-F5-6864,TP53,1
TCGA-AA-A02E,TP53,1
TCGA-AA-3510,TP53,0
TCGA-AY-6386,TP53,0
TCGA-AF-2690,TP53,1
TCGA-AA-3555,TP53,0
TCGA-F5-6810,TP53,1
TCGA-CK-5913,TP53,0
TCGA-AA-A00L,TP53,0
TCGA-AA-3980,TP53,1
TCGA-CK-5916,TP53,1
TCGA-CI-6624,TP53,1
TCGA-D5-6541,TP53,1
TCGA-A6-6649,TP53,1
TCGA-AA-3869,TP53,1
TCGA-A6-2678,TP53,0
TCGA-D5-6926,TP53,1
TCGA-G4-6626,TP53,1
TCGA-EI-6881,TP53,1
TCGA-CI-6619,TP53,1
TCGA-AG-A023,TP53,0
TCGA-AG-A011,TP53,0
TCGA-AZ-4308,TP53,1
TCGA-CA-5797,TP53,1
TCGA-DM-A28K,TP53,0
TCGA-DC-6681,TP53,0
TCGA-A6-6782,TP53,1
TCGA-DT-5265,TP53,1
TCGA-AF-3914,TP53,1
TCGA-AA-3531,TP53,0
TCGA-EI-6514,TP53,1
TCGA-CM-6172,TP53,1
TCGA-CM-6676,TP53,1
TCGA-AA-3675,TP53,0
TCGA-G4-6294,TP53,1
TCGA-AA-3858,TP53,1
TCGA-AA-3812,TP53,0
TCGA-EI-6883,TP53,1
TCGA-AD-6963,TP53,1
TCGA-A6-A5ZU,TP53,1
TCGA-NH-A50T,TP53,0
TCGA-A6-2684,TP53,1
TCGA-F4-6808,TP53,1
TCGA-CM-5868,TP53,1
TCGA-A6-6138,TP53,1
TCGA-AA-A01Q,TP53,0
TCGA-A6-5661,TP53,0
TCGA-A6-5665,TP53,0
TCGA-EF-5831,TP53,1
TCGA-AD-6895,TP53,0
TCGA-AA-3844,TP53,1
TCGA-A6-3808,TP53,0
TCGA-A6-3807,TP53,1
TCGA-5M-AAT5,TP53,1
TCGA-AG-A014,TP53,1
TCGA-NH-A6GA,TP53,0
TCGA-CK-4952,TP53,0
TCGA-AA-3875,TP53,1
TCGA-DY-A1DE,TP53,0
TCGA-CM-6674,TP53,0
TCGA-CA-5255,TP53,0
TCGA-A6-2671,TP53,1
TCGA-G4-6304,TP53,0
TCGA-G4-6307,TP53,1
TCGA-DM-A1HA,TP53,1
TCGA-AZ-6603,TP53,1
TCGA-AA-A00J,TP53,0
TCGA-CM-4747,TP53,0
TCGA-AA-3713,TP53,0
TCGA-CK-5914,TP53,1
TCGA-A6-2674,TP53,0
TCGA-A6-6141,TP53,0
TCGA-AG-3580,TP53,0
TCGA-AA-3982,TP53,1
