submitter_id,genes,values
TCGA-AG-3882,CDH4,0
TCGA-G4-6588,CDH4,1
TCGA-F4-6807,CDH4,0
TCGA-AA-A029,CDH4,0
TCGA-AA-3972,CDH4,0
TCGA-AA-3511,CDH4,0
TCGA-D5-5541,CDH4,0
TCGA-AD-6889,CDH4,0
TCGA-CA-6716,CDH4,0
TCGA-A6-4105,CDH4,0
TCGA-A6-5662,CDH4,0
TCGA-A6-6652,CDH4,0
TCGA-CM-5860,CDH4,0
TCGA-CM-5861,CDH4,1
TCGA-AA-A01R,CDH4,0
TCGA-A6-5659,CDH4,0
TCGA-DM-A285,CDH4,0
TCGA-F5-6813,CDH4,0
TCGA-AG-3896,CDH4,0
TCGA-DM-A28A,CDH4,0
TCGA-D5-6529,CDH4,0
TCGA-QG-A5Z1,CDH4,0
TCGA-AG-A016,CDH4,0
TCGA-CA-6719,CDH4,0
TCGA-NH-A50U,CDH4,0
TCGA-AG-A025,CDH4,0
TCGA-CM-6170,CDH4,1
TCGA-AA-3542,CDH4,0
TCGA-DY-A0XA,CDH4,0
TCGA-AG-A00H,CDH4,0
TCGA-QG-A5YW,CDH4,1
TCGA-F4-6459,CDH4,0
TCGA-AA-3664,CDH4,0
TCGA-D5-6538,CDH4,0
TCGA-D5-6535,CDH4,0
TCGA-AG-A01J,CDH4,0
TCGA-CM-5862,CDH4,0
TCGA-AG-3591,CDH4,0
TCGA-CL-4957,CDH4,0
TCGA-AG-A02X,CDH4,0
TCGA-AA-A02Y,CDH4,0
TCGA-BM-6198,CDH4,0
TCGA-AF-3912,CDH4,0
TCGA-AA-3666,CDH4,0
TCGA-5M-AATE,CDH4,0
TCGA-AA-3558,CDH4,0
TCGA-DM-A0XD,CDH4,0
TCGA-4T-AA8H,CDH4,0
TCGA-CK-6746,CDH4,1
TCGA-AA-A01K,CDH4,0
TCGA-AG-3605,CDH4,0
TCGA-D5-6927,CDH4,0
TCGA-AG-3732,CDH4,0
TCGA-CM-6677,CDH4,0
TCGA-EI-6513,CDH4,0
TCGA-AZ-6598,CDH4,0
TCGA-AG-3586,CDH4,0
TCGA-AG-A01Y,CDH4,0
TCGA-3L-AA1B,CDH4,0
TCGA-AA-3975,CDH4,0
TCGA-5M-AATA,CDH4,0
TCGA-AA-3532,CDH4,0
TCGA-AA-3696,CDH4,0
TCGA-G4-6298,CDH4,0
TCGA-AA-3681,CDH4,0
TCGA-G4-6314,CDH4,0
TCGA-D5-6532,CDH4,0
TCGA-AA-3860,CDH4,0
TCGA-CI-6623,CDH4,0
TCGA-AY-A69D,CDH4,0
TCGA-AA-3521,CDH4,0
TCGA-AG-3893,CDH4,0
TCGA-D5-5537,CDH4,0
TCGA-DM-A28H,CDH4,0
TCGA-CM-6166,CDH4,0
TCGA-AZ-6600,CDH4,0
TCGA-AA-A017,CDH4,0
TCGA-AA-3979,CDH4,0
TCGA-AA-A00Z,CDH4,0
TCGA-A6-4107,CDH4,1
TCGA-D5-6540,CDH4,0
TCGA-AA-3525,CDH4,0
TCGA-AA-3815,CDH4,1
TCGA-DY-A1DF,CDH4,0
TCGA-CI-6620,CDH4,0
TCGA-EI-6884,CDH4,0
TCGA-AG-3584,CDH4,0
TCGA-EI-7004,CDH4,0
TCGA-D5-6923,CDH4,0
TCGA-G4-6322,CDH4,0
TCGA-AA-3855,CDH4,0
TCGA-A6-6781,CDH4,0
TCGA-A6-2672,CDH4,0
TCGA-CM-5344,CDH4,0
TCGA-AG-3881,CDH4,0
TCGA-AG-3883,CDH4,0
TCGA-AZ-5407,CDH4,0
TCGA-A6-3810,CDH4,0
TCGA-AD-6901,CDH4,0
TCGA-DM-A0XF,CDH4,0
TCGA-CM-5348,CDH4,0
TCGA-AA-3489,CDH4,0
TCGA-AA-3554,CDH4,0
TCGA-AG-3601,CDH4,0
TCGA-F4-6806,CDH4,0
TCGA-AA-3845,CDH4,0
TCGA-AA-3966,CDH4,1
TCGA-EI-6506,CDH4,0
TCGA-AA-3692,CDH4,0
TCGA-AA-3831,CDH4,0
TCGA-AG-3902,CDH4,0
TCGA-AH-6643,CDH4,0
TCGA-CI-6622,CDH4,0
TCGA-AF-A56K,CDH4,0
TCGA-D5-6924,CDH4,0
TCGA-AA-3870,CDH4,0
TCGA-DC-4749,CDH4,0
TCGA-AZ-4615,CDH4,0
TCGA-AA-3529,CDH4,0
TCGA-CK-5912,CDH4,1
TCGA-CM-4746,CDH4,1
TCGA-AD-6548,CDH4,0
TCGA-AA-3952,CDH4,0
TCGA-AA-3663,CDH4,0
TCGA-DY-A1H8,CDH4,0
TCGA-CK-4950,CDH4,0
TCGA-G5-6235,CDH4,0
TCGA-AG-3608,CDH4,0
TCGA-EI-6507,CDH4,0
TCGA-AA-3672,CDH4,0
TCGA-DM-A28M,CDH4,0
TCGA-AA-3517,CDH4,0
TCGA-AA-3538,CDH4,0
TCGA-AZ-4323,CDH4,0
TCGA-AA-3518,CDH4,0
TCGA-AA-3678,CDH4,0
TCGA-CK-5915,CDH4,0
TCGA-AG-3602,CDH4,0
TCGA-F4-6704,CDH4,0
TCGA-AY-A8YK,CDH4,0
TCGA-AH-6547,CDH4,0
TCGA-CM-4750,CDH4,0
TCGA-A6-6142,CDH4,1
TCGA-AG-A00Y,CDH4,0
TCGA-AA-3864,CDH4,1
TCGA-QG-A5YV,CDH4,0
TCGA-AZ-6606,CDH4,0
TCGA-CM-4743,CDH4,1
TCGA-AD-6965,CDH4,0
TCGA-AF-A56L,CDH4,0
TCGA-AG-3587,CDH4,0
TCGA-AA-A01Z,CDH4,0
TCGA-AA-A00R,CDH4,0
TCGA-G4-6315,CDH4,0
TCGA-AG-3594,CDH4,0
TCGA-AA-3968,CDH4,0
TCGA-AZ-4684,CDH4,0
TCGA-AG-A002,CDH4,1
TCGA-AF-3400,CDH4,0
TCGA-AA-3949,CDH4,0
TCGA-F4-6463,CDH4,0
TCGA-CM-4744,CDH4,0
TCGA-CM-5863,CDH4,0
TCGA-NH-A5IV,CDH4,1
TCGA-F5-6811,CDH4,0
TCGA-AA-3950,CDH4,0
TCGA-DC-5869,CDH4,0
TCGA-CM-4748,CDH4,0
TCGA-5M-AAT6,CDH4,0
TCGA-AF-6655,CDH4,0
TCGA-G4-6317,CDH4,0
TCGA-EI-6511,CDH4,0
TCGA-AA-3679,CDH4,0
TCGA-AA-3553,CDH4,0
TCGA-D5-6534,CDH4,0
TCGA-AA-A004,CDH4,0
TCGA-F4-6569,CDH4,0
TCGA-NH-A50V,CDH4,0
TCGA-CM-6167,CDH4,0
TCGA-AG-3891,CDH4,0
TCGA-AY-A71X,CDH4,0
TCGA-AA-A024,CDH4,0
TCGA-AA-3989,CDH4,0
TCGA-QL-A97D,CDH4,0
TCGA-D5-7000,CDH4,0
TCGA-AG-4009,CDH4,0
TCGA-AA-3667,CDH4,0
TCGA-AA-3867,CDH4,0
TCGA-CM-6678,CDH4,0
TCGA-DM-A1DB,CDH4,0
TCGA-AA-3684,CDH4,0
TCGA-AA-3522,CDH4,0
TCGA-F5-6465,CDH4,0
TCGA-AA-3811,CDH4,1
TCGA-AG-4001,CDH4,0
TCGA-EI-6508,CDH4,0
TCGA-AY-A54L,CDH4,0
TCGA-AH-6644,CDH4,0
TCGA-A6-2677,CDH4,0
TCGA-AA-3516,CDH4,0
TCGA-AA-3662,CDH4,0
TCGA-G4-6320,CDH4,1
TCGA-AG-3582,CDH4,0
TCGA-AA-3984,CDH4,1
TCGA-A6-5657,CDH4,0
TCGA-D5-6920,CDH4,0
TCGA-AA-3685,CDH4,0
TCGA-AA-A02F,CDH4,0
TCGA-A6-A565,CDH4,0
TCGA-AA-3697,CDH4,0
TCGA-AA-3514,CDH4,0
TCGA-AZ-4315,CDH4,1
TCGA-AG-3892,CDH4,1
TCGA-AA-3534,CDH4,0
TCGA-CA-6718,CDH4,0
TCGA-G4-6295,CDH4,0
TCGA-AG-3890,CDH4,0
TCGA-AA-A01D,CDH4,0
TCGA-AA-3715,CDH4,1
TCGA-EI-6882,CDH4,0
TCGA-NH-A6GB,CDH4,0
TCGA-DM-A1D9,CDH4,0
TCGA-CM-4751,CDH4,0
TCGA-AA-A00N,CDH4,0
TCGA-G4-6309,CDH4,1
TCGA-D5-6531,CDH4,0
TCGA-AZ-4682,CDH4,0
TCGA-A6-2685,CDH4,0
TCGA-F5-6812,CDH4,0
TCGA-AG-3885,CDH4,0
TCGA-AG-3727,CDH4,0
TCGA-AA-A03J,CDH4,0
TCGA-AA-3549,CDH4,0
TCGA-AZ-4616,CDH4,0
TCGA-AG-A008,CDH4,0
TCGA-DM-A282,CDH4,0
TCGA-F4-6805,CDH4,0
TCGA-F4-6809,CDH4,0
TCGA-G4-6321,CDH4,0
TCGA-AA-3544,CDH4,0
TCGA-D5-6536,CDH4,0
TCGA-AA-3973,CDH4,0
TCGA-AD-6890,CDH4,0
TCGA-AD-A5EK,CDH4,0
TCGA-AD-6899,CDH4,0
TCGA-DM-A1D6,CDH4,0
TCGA-A6-5656,CDH4,0
TCGA-DC-6155,CDH4,0
TCGA-D5-6537,CDH4,0
TCGA-AG-3906,CDH4,0
TCGA-CM-6162,CDH4,0
TCGA-F4-6570,CDH4,1
TCGA-D5-6928,CDH4,1
TCGA-CM-6171,CDH4,0
TCGA-D5-6539,CDH4,0
TCGA-F5-6702,CDH4,0
TCGA-AZ-6608,CDH4,0
TCGA-AG-A036,CDH4,0
TCGA-AA-3846,CDH4,0
TCGA-AA-3814,CDH4,0
TCGA-AA-3680,CDH4,0
TCGA-CL-5918,CDH4,0
TCGA-DM-A1DA,CDH4,0
TCGA-CM-6165,CDH4,0
TCGA-AA-3710,CDH4,0
TCGA-AY-6197,CDH4,0
TCGA-DM-A28C,CDH4,0
TCGA-AA-A01T,CDH4,0
TCGA-A6-5664,CDH4,0
TCGA-D5-6530,CDH4,0
TCGA-AF-2687,CDH4,0
TCGA-AA-3660,CDH4,0
TCGA-D5-6533,CDH4,0
TCGA-AA-A00W,CDH4,0
TCGA-DM-A1D7,CDH4,0
TCGA-A6-2683,CDH4,0
TCGA-AU-3779,CDH4,0
TCGA-AG-3611,CDH4,0
TCGA-CM-6680,CDH4,0
TCGA-AZ-6599,CDH4,0
TCGA-AG-3742,CDH4,0
TCGA-CM-6675,CDH4,0
TCGA-AA-3556,CDH4,0
TCGA-AG-3725,CDH4,0
TCGA-AG-3878,CDH4,0
TCGA-AA-3818,CDH4,0
TCGA-AG-A00C,CDH4,0
TCGA-A6-2680,CDH4,0
TCGA-G5-6233,CDH4,0
TCGA-DM-A28G,CDH4,0
TCGA-DC-6158,ROS1,0
TCGA-F4-6854,ROS1,0
TCGA-DC-5337,ROS1,0
TCGA-AA-3561,ROS1,0
TCGA-AA-A00O,ROS1,0
TCGA-DM-A28F,ROS1,0
TCGA-AA-3866,ROS1,0
TCGA-AF-3913,ROS1,0
TCGA-AA-3524,ROS1,0
TCGA-AG-3578,ROS1,0
TCGA-AA-3877,ROS1,0
TCGA-AA-3986,ROS1,0
TCGA-AA-3862,ROS1,0
TCGA-AG-3894,ROS1,0
TCGA-NH-A6GC,ROS1,0
TCGA-AA-A010,ROS1,1
TCGA-A6-2675,ROS1,0
TCGA-AA-A00D,ROS1,0
TCGA-AA-A00U,ROS1,0
TCGA-EI-6510,ROS1,0
TCGA-AA-3519,ROS1,0
TCGA-AG-A015,ROS1,0
TCGA-G5-6641,ROS1,0
TCGA-AA-3848,ROS1,0
TCGA-D5-6922,ROS1,0
TCGA-EF-5830,ROS1,0
TCGA-AA-3856,ROS1,0
TCGA-AG-A032,ROS1,0
TCGA-G4-6323,ROS1,0
TCGA-F4-6703,ROS1,1
TCGA-AA-A01V,ROS1,0
TCGA-EI-6917,ROS1,1
TCGA-AA-A00K,ROS1,0
TCGA-D5-5538,ROS1,0
TCGA-A6-5660,ROS1,0
TCGA-AA-3821,ROS1,1
TCGA-A6-6651,ROS1,0
TCGA-AG-3574,ROS1,0
TCGA-AD-5900,ROS1,0
TCGA-A6-2679,ROS1,0
TCGA-AA-3837,ROS1,0
TCGA-AG-3593,ROS1,0
TCGA-AA-A00A,ROS1,0
TCGA-AH-6549,ROS1,0
TCGA-AA-A02K,ROS1,0
TCGA-AA-3971,ROS1,0
TCGA-AG-A01N,ROS1,0
TCGA-5M-AAT4,ROS1,0
TCGA-AA-A00E,ROS1,0
TCGA-AA-3562,ROS1,0
TCGA-AG-3592,ROS1,0
TCGA-D5-6932,ROS1,0
TCGA-AA-A01F,ROS1,0
TCGA-AG-4015,ROS1,0
TCGA-AA-A01P,ROS1,0
TCGA-AD-6888,ROS1,0
TCGA-DM-A288,ROS1,0
TCGA-G4-6310,ROS1,0
TCGA-AY-5543,ROS1,0
TCGA-AA-3976,ROS1,0
TCGA-AG-3612,ROS1,0
TCGA-CI-6621,ROS1,0
TCGA-AG-3901,ROS1,0
TCGA-AA-3495,ROS1,0
TCGA-D5-5539,ROS1,0
TCGA-DC-6683,ROS1,0
TCGA-CA-5256,ROS1,0
TCGA-AG-A02G,ROS1,0
TCGA-AG-3600,ROS1,0
TCGA-AF-3911,ROS1,0
TCGA-AH-6897,ROS1,0
TCGA-G4-6627,ROS1,0
TCGA-AA-3819,ROS1,0
TCGA-A6-2686,ROS1,0
TCGA-AG-A020,ROS1,0
TCGA-AA-3833,ROS1,0
TCGA-AA-3530,ROS1,0
TCGA-AA-3851,ROS1,0
TCGA-DM-A1D0,ROS1,0
TCGA-F4-6855,ROS1,0
TCGA-NH-A8F8,ROS1,0
TCGA-AH-6903,ROS1,0
TCGA-AZ-4313,ROS1,0
TCGA-DY-A1DC,ROS1,1
TCGA-AA-3872,ROS1,0
TCGA-AA-3850,ROS1,0
TCGA-A6-6140,ROS1,0
TCGA-AG-3726,ROS1,0
TCGA-CM-5349,ROS1,0
TCGA-G4-6299,ROS1,0
TCGA-AA-3695,ROS1,0
TCGA-EI-6512,ROS1,0
TCGA-A6-5666,ROS1,0
TCGA-DC-6156,ROS1,0
TCGA-G4-6303,ROS1,0
TCGA-AA-3552,ROS1,0
TCGA-CA-6717,ROS1,1
TCGA-DC-6682,ROS1,0
TCGA-AA-3527,ROS1,0
TCGA-AM-5820,ROS1,0
TCGA-CA-5254,ROS1,0
TCGA-G4-6293,ROS1,0
TCGA-D5-6898,ROS1,0
TCGA-AA-3506,ROS1,0
TCGA-D5-6930,ROS1,0
TCGA-A6-5667,ROS1,0
TCGA-F4-6461,ROS1,0
TCGA-AG-3599,ROS1,0
TCGA-F4-6460,ROS1,0
TCGA-AA-A03F,ROS1,0
TCGA-EI-7002,ROS1,0
TCGA-AA-3712,ROS1,0
TCGA-DC-6160,ROS1,0
TCGA-G4-6628,ROS1,0
TCGA-AY-6196,ROS1,0
TCGA-AA-3688,ROS1,0
TCGA-G5-6572,ROS1,0
TCGA-AA-3560,ROS1,0
TCGA-CM-5341,ROS1,0
TCGA-CK-4951,ROS1,1
TCGA-AA-3548,ROS1,0
TCGA-AA-A01X,ROS1,0
TCGA-AF-2693,ROS1,0
TCGA-QG-A5YX,ROS1,0
TCGA-G4-6306,ROS1,0
TCGA-AG-3581,ROS1,0
TCGA-AY-4071,ROS1,0
TCGA-EI-6885,ROS1,0
TCGA-AA-3655,ROS1,0
TCGA-AG-A026,ROS1,0
TCGA-D5-5540,ROS1,0
TCGA-A6-6137,ROS1,0
TCGA-AU-6004,ROS1,0
TCGA-AZ-4614,ROS1,1
TCGA-AA-3693,ROS1,0
TCGA-AF-2689,ROS1,0
TCGA-DC-6154,ROS1,0
TCGA-AA-3977,ROS1,1
TCGA-CM-6161,ROS1,0
TCGA-F5-6864,ROS1,1
TCGA-AA-A02E,ROS1,0
TCGA-AA-3510,ROS1,1
TCGA-AY-6386,ROS1,0
TCGA-AF-2690,ROS1,0
TCGA-AA-3555,ROS1,0
TCGA-F5-6810,ROS1,0
TCGA-CK-5913,ROS1,0
TCGA-AA-A00L,ROS1,0
TCGA-AA-3980,ROS1,0
TCGA-CK-5916,ROS1,1
TCGA-CI-6624,ROS1,0
TCGA-D5-6541,ROS1,0
TCGA-A6-6649,ROS1,0
TCGA-AA-3869,ROS1,0
TCGA-A6-2678,ROS1,0
TCGA-D5-6926,ROS1,0
TCGA-G4-6626,ROS1,0
TCGA-EI-6881,ROS1,0
TCGA-CI-6619,ROS1,0
TCGA-AG-A023,ROS1,0
TCGA-AG-A011,ROS1,0
TCGA-AZ-4308,ROS1,0
TCGA-CA-5797,ROS1,0
TCGA-DM-A28K,ROS1,0
TCGA-DC-6681,ROS1,0
TCGA-A6-6782,ROS1,0
TCGA-DT-5265,ROS1,0
TCGA-AF-3914,ROS1,0
TCGA-AA-3531,ROS1,0
TCGA-EI-6514,ROS1,0
TCGA-CM-6172,ROS1,0
TCGA-CM-6676,ROS1,0
TCGA-AA-3675,ROS1,0
TCGA-G4-6294,ROS1,0
TCGA-AA-3858,ROS1,0
TCGA-AA-3812,ROS1,0
TCGA-EI-6883,ROS1,0
TCGA-AD-6963,ROS1,0
TCGA-A6-A5ZU,ROS1,0
TCGA-NH-A50T,ROS1,0
TCGA-A6-2684,ROS1,0
TCGA-F4-6808,ROS1,0
TCGA-CM-5868,ROS1,0
TCGA-A6-6138,ROS1,0
TCGA-AA-A01Q,ROS1,0
TCGA-A6-5661,ROS1,0
TCGA-A6-5665,ROS1,0
TCGA-EF-5831,ROS1,0
TCGA-AD-6895,ROS1,1
TCGA-AA-3844,ROS1,0
TCGA-A6-3808,ROS1,0
TCGA-A6-3807,ROS1,1
TCGA-5M-AAT5,ROS1,0
TCGA-AG-A014,ROS1,0
TCGA-NH-A6GA,ROS1,0
TCGA-CK-4952,ROS1,0
TCGA-AA-3875,ROS1,1
TCGA-DY-A1DE,ROS1,0
TCGA-CM-6674,ROS1,1
TCGA-CA-5255,ROS1,0
TCGA-A6-2671,ROS1,0
TCGA-G4-6304,ROS1,0
TCGA-G4-6307,ROS1,0
TCGA-DM-A1HA,ROS1,0
TCGA-AZ-6603,ROS1,0
TCGA-AA-A00J,ROS1,0
TCGA-CM-4747,ROS1,0
TCGA-AA-3713,ROS1,0
TCGA-CK-5914,ROS1,0
TCGA-A6-2674,ROS1,0
TCGA-A6-6141,ROS1,0
TCGA-AG-3580,ROS1,0
TCGA-AA-3982,ROS1,0
TCGA-AG-3898,ROS1,0
TCGA-AG-3583,ROS1,0
TCGA-CM-5864,ROS1,0
TCGA-AF-6136,ROS1,0
TCGA-AA-3955,ROS1,0
TCGA-AF-5654,ROS1,1
TCGA-D5-6931,ROS1,0
TCGA-CK-4948,ROS1,1
TCGA-AA-3861,ROS1,0
TCGA-AG-3575,ROS1,0
TCGA-AD-6964,ROS1,1
TCGA-G4-6625,ROS1,0
TCGA-AF-4110,ROS1,0
TCGA-AA-3520,ROS1,0
TCGA-RU-A8FL,ROS1,0
TCGA-AM-5821,ROS1,0
TCGA-AG-3999,ROS1,0
TCGA-AA-A00F,ROS1,0
TCGA-AD-A5EJ,ROS1,0
TCGA-AF-6672,ROS1,0
TCGA-G4-6297,ROS1,0
TCGA-AA-3673,ROS1,0
TCGA-AA-A00Q,ROS1,0
TCGA-DC-6157,ROS1,0
TCGA-AA-3496,ROS1,1
TCGA-DC-4745,ROS1,0
TCGA-NH-A8F7,ROS1,0
TCGA-D5-6929,ROS1,0
TCGA-F4-6856,ROS1,1
TCGA-AZ-6607,ROS1,0
TCGA-A6-6648,ROS1,0
TCGA-EI-6509,ROS1,0
TCGA-AA-3947,ROS1,0
TCGA-CA-5796,ROS1,0
TCGA-A6-2670,ROS1,0
TCGA-DM-A280,ROS1,0
TCGA-AA-3494,ROS1,0
TCGA-A6-6653,ROS1,0
TCGA-AA-A02H,ROS1,0
TCGA-CM-6164,ROS1,0
TCGA-AY-4070,ROS1,0
TCGA-AG-3598,ROS1,0
TCGA-A6-6650,ROS1,0
TCGA-AG-4021,ROS1,0
TCGA-AA-3488,ROS1,0
TCGA-AA-A01G,ROS1,0
TCGA-AA-A02O,ROS1,0
TCGA-AZ-4681,ROS1,0
TCGA-AA-3852,ROS1,0
TCGA-G4-6302,ROS1,0
TCGA-AF-2692,ROS1,0
TCGA-AG-3731,ROS1,0
TCGA-AG-4008,ROS1,0
TCGA-F5-6863,ROS1,0
TCGA-AA-3970,ROS1,0
TCGA-AA-A02W,ROS1,0
TCGA-AA-A02J,ROS1,0
TCGA-CK-4947,ROS1,0
TCGA-AG-A01W,ROS1,0
TCGA-A6-A56B,ROS1,0
TCGA-AA-3994,ROS1,0
TCGA-CK-6747,ROS1,0
TCGA-G4-6586,ROS1,1
TCGA-CM-6168,ROS1,0
TCGA-DM-A0X9,ROS1,0
TCGA-AA-A02R,ROS1,0
TCGA-AG-3909,ROS1,0
TCGA-CM-6679,ROS1,0
TCGA-A6-2682,ROS1,0
TCGA-F5-6861,ROS1,0
TCGA-A6-A566,ROS1,0
TCGA-CA-6715,ROS1,0
TCGA-G4-6311,ROS1,0
TCGA-CL-5917,ROS1,0
TCGA-AA-A022,ROS1,1
TCGA-AA-3854,ROS1,0
TCGA-CK-6751,ROS1,0
TCGA-AZ-6601,ROS1,1
TCGA-AA-3956,ROS1,0
TCGA-A6-2681,ROS1,0
TCGA-AA-3841,ROS1,0
TCGA-CM-4752,ROS1,0
TCGA-WS-AB45,ROS1,0
TCGA-AA-3842,ROS1,0
TCGA-AA-A01C,ROS1,0
TCGA-AA-3509,ROS1,0
TCGA-AF-A56N,ROS1,0
TCGA-DY-A1DD,ROS1,0
TCGA-AA-3939,ROS1,0
TCGA-T9-A92H,ROS1,0
TCGA-AG-3609,ROS1,0
TCGA-A6-6654,ROS1,0
TCGA-AA-3930,ROS1,0
TCGA-AF-2691,ROS1,0
TCGA-AA-3941,ROS1,0
TCGA-AH-6544,ROS1,0
TCGA-AA-3502,ROS1,0
TCGA-AG-A01L,ROS1,0
TCGA-AZ-6605,ROS1,0
TCGA-DM-A1D4,ROS1,0
TCGA-QG-A5Z2,ROS1,0
TCGA-AA-A01S,ROS1,0
TCGA-AG-3728,ROS1,0
TCGA-A6-A567,ROS1,0
TCGA-F5-6571,ROS1,0
TCGA-AZ-5403,ROS1,0
TCGA-DM-A28E,ROS1,0
TCGA-AA-3492,ROS1,0
TCGA-A6-3809,ROS1,0
TCGA-AG-4005,ROS1,0
TCGA-AA-3967,ROS1,0
TCGA-AA-A01I,ROS1,0
TCGA-A6-6780,ROS1,0
TCGA-AA-3526,ROS1,0
TCGA-A6-2676,ROS1,0
TCGA-DY-A1DG,ROS1,0
TCGA-CK-6748,ROS1,0
TCGA-AG-A02N,ROS1,0
TCGA-F5-6464,ROS1,0
TCGA-CM-6163,ROS1,0
TCGA-DM-A1HB,ROS1,0
TCGA-AG-3887,ROS1,0
TCGA-SS-A7HO,ROS1,0
TCGA-AG-4007,ROS1,0
TCGA-CM-6169,ROS1,0
TCGA-F5-6814,ROS1,1
TCGA-AG-4022,ROS1,0
TCGA-AA-3543,ROS1,0
TCGA-4N-A93T,ROS1,0
TCGA-DM-A1D8,ROS1,0
TCGA-AG-3882,ROS1,0
TCGA-G4-6588,ROS1,1
TCGA-F4-6807,ROS1,0
TCGA-AA-A029,ROS1,0
TCGA-AA-3972,ROS1,0
TCGA-AA-3511,ROS1,0
TCGA-D5-5541,ROS1,0
TCGA-AD-6889,ROS1,0
TCGA-CA-6716,ROS1,0
TCGA-A6-4105,ROS1,0
TCGA-A6-5662,ROS1,0
TCGA-A6-6652,ROS1,0
TCGA-CM-5860,ROS1,0
TCGA-CM-5861,ROS1,0
TCGA-AA-A01R,ROS1,0
TCGA-A6-5659,ROS1,0
TCGA-DM-A285,ROS1,0
TCGA-F5-6813,ROS1,0
TCGA-AG-3896,ROS1,0
TCGA-DM-A28A,ROS1,0
TCGA-D5-6529,ROS1,0
TCGA-QG-A5Z1,ROS1,0
TCGA-AG-A016,ROS1,0
TCGA-CA-6719,ROS1,0
TCGA-NH-A50U,ROS1,0
TCGA-AG-A025,ROS1,0
TCGA-CM-6170,ROS1,0
TCGA-AA-3542,ROS1,0
TCGA-DY-A0XA,ROS1,0
TCGA-AG-A00H,ROS1,0
TCGA-QG-A5YW,ROS1,0
TCGA-F4-6459,ROS1,0
TCGA-AA-3664,ROS1,0
TCGA-D5-6538,ROS1,0
TCGA-D5-6535,ROS1,0
TCGA-AG-A01J,ROS1,0
TCGA-CM-5862,ROS1,0
TCGA-AG-3591,ROS1,0
TCGA-CL-4957,ROS1,0
TCGA-AG-A02X,ROS1,0
TCGA-AA-A02Y,ROS1,0
TCGA-BM-6198,ROS1,0
TCGA-AF-3912,ROS1,0
TCGA-AA-3666,ROS1,0
TCGA-5M-AATE,ROS1,0
TCGA-AA-3558,ROS1,0
TCGA-DM-A0XD,ROS1,0
TCGA-4T-AA8H,ROS1,0
TCGA-CK-6746,ROS1,0
TCGA-AA-A01K,ROS1,0
TCGA-AG-3605,ROS1,0
TCGA-D5-6927,ROS1,0
TCGA-AG-3732,ROS1,0
TCGA-CM-6677,ROS1,0
TCGA-EI-6513,ROS1,0
TCGA-AZ-6598,ROS1,1
TCGA-AG-3586,ROS1,0
TCGA-AG-A01Y,ROS1,0
TCGA-3L-AA1B,ROS1,0
TCGA-AA-3975,ROS1,1
TCGA-5M-AATA,ROS1,0
TCGA-AA-3532,ROS1,0
TCGA-AA-3696,ROS1,0
TCGA-G4-6298,ROS1,0
TCGA-AA-3681,ROS1,0
TCGA-G4-6314,ROS1,1
TCGA-D5-6532,ROS1,0
TCGA-AA-3860,ROS1,0
TCGA-CI-6623,ROS1,0
TCGA-AY-A69D,ROS1,0
TCGA-AA-3521,ROS1,0
TCGA-AG-3893,ROS1,0
TCGA-D5-5537,ROS1,0
TCGA-DM-A28H,ROS1,0
TCGA-CM-6166,ROS1,0
TCGA-AZ-6600,ROS1,1
TCGA-AA-A017,ROS1,0
TCGA-AA-3979,ROS1,0
TCGA-AA-A00Z,ROS1,0
TCGA-A6-4107,ROS1,0
TCGA-D5-6540,ROS1,0
TCGA-AA-3525,ROS1,0
TCGA-AA-3815,ROS1,0
TCGA-DY-A1DF,ROS1,0
TCGA-CI-6620,ROS1,0
TCGA-EI-6884,ROS1,0
TCGA-AG-3584,ROS1,0
TCGA-EI-7004,ROS1,0
TCGA-D5-6923,ROS1,0
TCGA-G4-6322,ROS1,0
TCGA-AA-3855,ROS1,0
TCGA-A6-6781,ROS1,0
TCGA-A6-2672,ROS1,0
TCGA-CM-5344,ROS1,0
TCGA-AG-3881,ROS1,0
TCGA-AG-3883,ROS1,0
TCGA-AZ-5407,ROS1,0
TCGA-A6-3810,ROS1,0
TCGA-AD-6901,ROS1,1
TCGA-DM-A0XF,ROS1,0
TCGA-CM-5348,ROS1,0
TCGA-AA-3489,ROS1,0
TCGA-AA-3554,ROS1,0
TCGA-AG-3601,ROS1,0
TCGA-F4-6806,ROS1,0
TCGA-AA-3845,ROS1,0
TCGA-AA-3966,ROS1,0
TCGA-EI-6506,ROS1,0
TCGA-AA-3692,ROS1,0
TCGA-AA-3831,ROS1,0
TCGA-AG-3902,ROS1,0
TCGA-AH-6643,ROS1,0
TCGA-CI-6622,ROS1,0
TCGA-AF-A56K,ROS1,0
TCGA-D5-6924,ROS1,0
TCGA-AA-3870,ROS1,0
TCGA-DC-4749,ROS1,0
TCGA-AZ-4615,ROS1,0
TCGA-AA-3529,ROS1,0
TCGA-CK-5912,ROS1,0
TCGA-CM-4746,ROS1,0
TCGA-AD-6548,ROS1,0
TCGA-AA-3952,ROS1,0
TCGA-AA-3663,ROS1,0
TCGA-DY-A1H8,ROS1,0
TCGA-CK-4950,ROS1,0
TCGA-G5-6235,ROS1,0
TCGA-AG-3608,ROS1,0
TCGA-EI-6507,ROS1,0
TCGA-AA-3672,ROS1,1
TCGA-DM-A28M,ROS1,0
